code,code_system,include,term,notes
2868141000033110,UNKNOWN,true,"Humulin 80/20  Injection  100 units/ml, 10 ml vial",
2868241000033115,UNKNOWN,true,"Humulin 70/30  Injection  100 units/ml, 10 ml vial",
2868441000033119,UNKNOWN,true,"Humulin 50/50  Injection  100 units/ml, 10 ml vial",
2874541000033119,UNKNOWN,true,HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units,
2874641000033118,UNKNOWN,true,HumaPen Ergo hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units,
2884141000033118,UNKNOWN,true,Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units,
2884241000033113,UNKNOWN,true,Autopen 24 hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units,
2916941000033119,UNKNOWN,true,Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges,
2917041000033118,UNKNOWN,true,Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges,
2917141000033119,UNKNOWN,true,Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges,
2917241000033114,UNKNOWN,true,Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges,
2917341000033116,UNKNOWN,true,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges,
2952841000033116,UNKNOWN,true,Actrapid 100units/ml solution for injection 10ml vials,
2952941000033112,UNKNOWN,true,Actrapid NovoLet 100units/ml solution for injection,
2953041000033119,UNKNOWN,true,Actrapid Penfill 100units/ml solution for injection 3ml cartridges,
2953141000033115,UNKNOWN,true,Insulatard NovoLet 100units/ml suspension for injection,
2953241000033110,UNKNOWN,true,Insulatard 100units/ml suspension for injection 10ml vials,
2953341000033117,UNKNOWN,true,Insulatard Penfill 100units/ml suspension for injection 3ml cartridges,
2953441000033111,UNKNOWN,true,Mixtard 10 NovoLet 100units/ml suspension for injection,
2953541000033112,UNKNOWN,true,Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges,
2953641000033113,UNKNOWN,true,Mixtard 20 NovoLet 100units/ml suspension for injection,
2953741000033116,UNKNOWN,true,Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges,
2953841000033114,UNKNOWN,true,Mixtard 30 NovoLet 100units/ml suspension for injection,
2953941000033118,UNKNOWN,true,Mixtard 30 100units/ml suspension for injection 10ml vials,
2954041000033116,UNKNOWN,true,Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges,
2954141000033117,UNKNOWN,true,Mixtard 40 NovoLet 100units/ml suspension for injection,
2954241000033112,UNKNOWN,true,Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges,
