code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""readcode""	""clinicalevents""	""immunisationevents""	""referralevents""	""testevents""	""term""	""databaserelease""",
"""9055""",UNKNOWN,true,"""Eu32.11""	10631	0	146	0	""[x]single episode of depressive reaction""	""February 2009""",
"""7604""",UNKNOWN,true,"""Eu32.13""	8866	0	137	0	""[x]single episode of reactive depression""	""February 2009""",
"""18510""",UNKNOWN,true,"""Eu32.12""	709	0	25	0	""[x]single episode of psychogenic depression""	""February 2009""",
"""17770""",UNKNOWN,true,"""E130.11""	2864	0	87	0	""psychotic reactive depression""	""February 2009""",
"""56609""",UNKNOWN,true,"""Eu32y12""	152	0	1	0	""[x]single episode of masked depression nos""	""February 2009""",
"""10720""",UNKNOWN,true,"""Eu32y11""	510	0	6	0	""[x]atypical depression""	""February 2009""",
"""5987""",UNKNOWN,true,"""Eu32z14""	110303	0	2200	0	""[x] reactive depression nos""	""February 2009""",
"""28248""",UNKNOWN,true,"""Eu32z13""	649	0	21	0	""[x]prolonged single episode of reactive depression""	""February 2009""",
"""48970""",UNKNOWN,true,"""9hC..00""	1850	0	0	0	""exception reporting: depression quality indicators""	""February 2009""",
"""3292""",UNKNOWN,true,"""Eu33.00""	60556	0	638	0	""[x]recurrent depressive disorder""	""February 2009""",
"""2970""",UNKNOWN,true,"""Eu32z00""	157051	0	2360	0	""[x]depressive episode, unspecified""	""February 2009""",
"""85852""",UNKNOWN,true,"""9Ov4.00""	1145	0	0	0	""depression monitoring telephone invite""	""February 2009""",
"""9667""",UNKNOWN,true,"""Eu32200""	32644	0	615	0	""[x]severe depressive episode without psychotic symptoms""	""February 2009""",
"""91105""",UNKNOWN,true,"""9Ov2.00""	6970	0	10	0	""depression monitoring third letter""	""February 2009""",
"""6482""",UNKNOWN,true,"""E113700""	73945	0	2324	0	""recurrent depression""	""February 2009""",
"""55384""",UNKNOWN,true,"""E113600""	525	0	1	0	""recurrent major depressive episodes, in full remission""	""February 2009""",
"""19054""",UNKNOWN,true,"""Eu3y111""	346	0	1	0	""[x]recurrent brief depressive episodes""	""February 2009""",
"""22806""",UNKNOWN,true,"""Eu32212""	3295	0	31	0	""[x]single episode major depression w'out psychotic symptoms""	""February 2009""",
"""73991""",UNKNOWN,true,"""Eu33214""	30	0	0	0	""[x]vital depression, recurrent without psychotic symptoms""	""February 2009""",
"""11252""",UNKNOWN,true,"""Eu33212""	466	0	17	0	""[x]major depression, recurrent without psychotic symptoms""	""February 2009""",
"""1908""",UNKNOWN,true,"""2257.00""	115177	0	6019	0	""o/e - depressed""	""February 2009""",
"""29520""",UNKNOWN,true,"""Eu33100""	8791	0	87	0	""[x]recurrent depressive disorder, current episode moderate""	""February 2009""",
"""44848""",UNKNOWN,true,"""8BK0.00""	180818	0	320	0	""depression management programme""	""February 2009""",
"""57409""",UNKNOWN,true,"""E112600""	173	0	2	0	""single major depressive episode, in full remission""	""February 2009""",
"""29342""",UNKNOWN,true,"""E113100""	4755	0	26	0	""recurrent major depressive episodes, mild""	""February 2009""",
"""98417""",UNKNOWN,true,"""Eu32800""	707	0	5	0	""[x]major depression, severe with psychotic symptoms""	""January 2010""",
"""6854""",UNKNOWN,true,"""Eu32y00""	3949	0	45	0	""[x]other depressive episodes""	""February 2009""",
"""9211""",UNKNOWN,true,"""Eu32100""	121000	0	2357	0	""[x]moderate depressive episode""	""February 2009""",
"""50243""",UNKNOWN,true,"""Eu34y00""	13	0	0	0	""[x]other persistent mood affective disorders""	""February 2009""",
"""24112""",UNKNOWN,true,"""Eu32313""	1042	0	12	0	""[x]single episode of psychotic depression""	""February 2009""",
"""1533""",UNKNOWN,true,"""E290.00""	4966	0	392	0	""brief depressive reaction""	""February 2009""",
"""11329""",UNKNOWN,true,"""Eu33211""	1297	0	20	0	""[x]endogenous depression without psychotic symptoms""	""February 2009""",
"""41989""",UNKNOWN,true,"""Eu32211""	194	0	2	0	""[x]single episode agitated depressn w'out psychotic symptoms""	""February 2009""",
"""59386""",UNKNOWN,true,"""Eu32213""	80	0	4	0	""[x]single episode vital depression w'out psychotic symptoms""	""February 2009""",
"""11913""",UNKNOWN,true,"""Eu41200""	58545	0	2086	1	""[x]mixed anxiety and depressive disorder""	""February 2009""",
"""28970""",UNKNOWN,true,"""9hC0.00""	65589	0	2	0	""excepted from depression quality indicators: patient unsuita""	""February 2009""",
