code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""anticoagulants""",
"""34517""",UNKNOWN,true,"56	""Warfarin 1mg tablets (Viatris UK Healthcare Ltd)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""46678""",UNKNOWN,true,"2983	""Pradaxa 150mg capsules (Boehringer Ingelheim Ltd)""	""Dabigatran etexilate""	""150mg""	""Oral capsule""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Dabigatran etexilate""",
"""19337""",UNKNOWN,true,"101	""Multiparin 125,000units/5ml solution for injection vials (Wockhardt UK Ltd)""	""Heparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""64998""",UNKNOWN,true,"5	""Epoprostenol 1.5mg powder and solvent (pH10.5) for solution for infusion vials""	""Epoprostenol""	""1.5mg""	""Powder and solvent for solution for infusion""	""Intravenous""	""Antifibrotics""	""Epoprostenol""",
"""15293""",UNKNOWN,true,"12	""Heparin sodium 5000iu/ml pre-filled Injection""	""Heparin""	""5000iu/ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Heparin""",
"""34087""",UNKNOWN,true,"746	""Warfarin 1mg Tablet (Celltech Pharma Europe Ltd)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""91680""",UNKNOWN,true,"148	""Warfarin 1mg tablets (Sun Pharmaceutical Industries Europe B.V.)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""20153""",UNKNOWN,true,"12758	""Enoxaparin sodium 150mg/1ml solution for injection pre-filled syringes""	""Enoxaparin""	""150mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""47397""",UNKNOWN,true,"15	""Heparin sodium 25,000units/5ml solution for injection ampoules""	""Heparin""	""5000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""43409""",UNKNOWN,true,"649	""Warfarin 5mg tablets (A A H Pharmaceuticals Ltd)""	""Warfarin""	""5mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""20028""",UNKNOWN,true,"72	""Multiparin 5,000units/5ml solution for injection vials (Wockhardt UK Ltd)""	""Heparin""	""1000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""37704""",UNKNOWN,true,"23	""Minihep 25,000iu/ml Subcutaneous preparation (LEO Pharma)""	""Heparin""	""25,000iu/ml""	""Subcutaneous Preparation""	NA	""Parenteral Anticoagulants""	""Heparin""",
"""5526""",UNKNOWN,true,"3659	""Fragmin 2,500units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)""	""Dalteparin""	""12500unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""38327""",UNKNOWN,true,"401	""Arixtra 7.5mg/0.6ml solution for injection pre-filled syringes (Viatris UK Healthcare Ltd)""	""Fondaparinux""	""12.5mg/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Fondaparinux""",
"""37086""",UNKNOWN,true,"250	""Enoxaparin sodium 300mg/3ml solution for injection vials""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""39444""",UNKNOWN,true,"110659	""Dabigatran etexilate 110mg capsules""	""Dabigatran etexilate""	""110mg""	""Oral capsule""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Dabigatran etexilate""",
"""65876""",UNKNOWN,true,"803	""Edoxaban 15mg tablets""	""Edoxaban""	""15mg""	""Oral tablet""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Edoxaban""",
"""20024""",UNKNOWN,true,"83	""Uniparin forte 10,000 iu/0.4ml Subcutaneous injection (C P Pharmaceuticals Ltd)""	""Heparin""	""10,000 iu/0.4ml""	""Subcutaneous Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Heparin""",
"""84751""",UNKNOWN,true,"0	""Heparin sodium 5,000units/5ml solution for injection vials (C P Pharmaceuticals Ltd)""	""Heparin""	""1000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""54927""",UNKNOWN,true,"4	""Heparin sodium 2,000units/1litre infusion bags""	""Heparin""	""2unit/1ml""	""Infusion""	""Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""33711""",UNKNOWN,true,"6646	""Warfarin 5mg Tablet (WB Pharmaceuticals Ltd)""	""Warfarin""	""5mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""62959""",UNKNOWN,true,"0	""Heparin calcium 5,000units/0.2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)""	""Heparin""	""25000unit/1ml""	""Solution for injection""	""Intravenous/Subcutaneous""	""Parenteral Anticoagulants""	""Heparin""",
"""2675""",UNKNOWN,true,"1503	""Fragmin 10,000units/4ml solution for injection ampoules (Pfizer Ltd)""	""Dalteparin""	""2500unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""9640""",UNKNOWN,true,"1580	""Tinzaparin 10000 IU/ml Injection""	""Tinzaparin""	""10000 IU/ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Tinzaparin""",
"""60131""",UNKNOWN,true,"2	""Heparin sodium 50units/5ml patency solution ampoules (A A H Pharmaceuticals Ltd)""	""Heparin""	""10unit/1ml""	""Not applicable""	""Route of administration not applicable""	""Catheter Maintenance Solutions""	""Heparin""",
"""89475""",UNKNOWN,true,"1	""Dabigatran etexilate 110mg granules sachets sugar free""	""Dabigatran etexilate""	""110mg""	""Oral granules""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Dabigatran etexilate""",
"""84103""",UNKNOWN,true,"3	""Inhixa 40mg/0.4ml solution for injection pre-filled syringes (Ethigen Ltd)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""47944""",UNKNOWN,true,"73	""Warfarin 1mg tablets (Accord-UK Ltd)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""54946""",UNKNOWN,true,"42	""Warfarin 3mg tablets (Accord-UK Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""69128""",UNKNOWN,true,"1	""Warfarin 500micrograms/5ml oral solution""	""Warfarin""	""100microgram/1ml""	""Oral solution""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""40143""",UNKNOWN,true,"1781	""Warfarin 500microgram tablets (A A H Pharmaceuticals Ltd)""	""Warfarin""	""500microgram""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""58962""",UNKNOWN,true,"0	""Warfarin 3mg tablets (DE Pharmaceuticals)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""13504""",UNKNOWN,true,"7967	""Phenindione 25mg tablets""	""Phenindione""	""25mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Phenindione""",
"""39755""",UNKNOWN,true,"3113	""Pradaxa 110mg capsules (Boehringer Ingelheim Ltd)""	""Dabigatran etexilate""	""110mg""	""Oral capsule""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Dabigatran etexilate""",
"""10044""",UNKNOWN,true,"8827	""Dalteparin sodium 10,000units/0.4ml solution for injection pre-filled syringes""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""17965""",UNKNOWN,true,"9342	""Marevan 500microgram tablets (Advanz Pharma)""	""Warfarin""	""500microgram""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""51006""",UNKNOWN,true,"1	""Clexane 80mg/0.8ml solution for injection pre-filled syringes (DE Pharmaceuticals)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""18209""",UNKNOWN,true,"4327	""Fragmin 7,500units/0.3ml solution for injection pre-filled syringes (Pfizer Ltd)""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""78163""",UNKNOWN,true,"43	""Phenindione 25mg tablets (Advanz Pharma)""	""Phenindione""	""25mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Phenindione""",
"""84661""",UNKNOWN,true,"42	""Warfarin 500microgram tablets (Zentiva Pharma UK Ltd)""	""Warfarin""	""500microgram""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""82638""",UNKNOWN,true,"1	""Inhixa 300mg/3ml solution for injection multidose vials (Techdow Pharma England Ltd)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""65850""",UNKNOWN,true,"541	""Lixiana 60mg tablets (Daiichi Sankyo UK Ltd)""	""Edoxaban""	""60mg""	""Oral tablet""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Edoxaban""",
"""20154""",UNKNOWN,true,"25467	""Enoxaparin sodium 100mg/1ml solution for injection pre-filled syringes""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""59578""",UNKNOWN,true,"2	""Warfarin 3mg tablets (Phoenix Healthcare Distribution Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""17791""",UNKNOWN,true,"101	""Innohep 5000iu/5ml Sterile solution (LEO Pharma)""	""Tinzaparin""	""5000iu/5ml""	""Sterile Solution""	NA	""Parenteral Anticoagulants""	""Tinzaparin""",
"""2676""",UNKNOWN,true,"20406	""Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""51496""",UNKNOWN,true,"4	""Warfarin 1mg tablets (Phoenix Healthcare Distribution Ltd)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""77245""",UNKNOWN,true,"0	""Warfarin 3mg tablets (Almus Pharmaceuticals Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""14212""",UNKNOWN,true,"5363	""Tinzaparin sodium 3,500units/0.35ml solution for injection pre-filled syringes""	""Tinzaparin""	""10000unit/1ml""	""Solution for injection""	""Intravenous/Subcutaneous""	""Parenteral Anticoagulants""	""Tinzaparin""",
"""71274""",UNKNOWN,true,"1975	""Inhixa 60mg/0.6ml solution for injection pre-filled syringes (Techdow Pharma England Ltd)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""19486""",UNKNOWN,true,"10658	""Dalteparin sodium 7,500units/0.3ml solution for injection pre-filled syringes""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""75959""",UNKNOWN,true,"215	""Arovi 120mg/0.8ml solution for injection pre-filled syringes (ROVI Biotech Ltd)""	""Enoxaparin""	""150mg/1ml""	""Solution for injection""	""Intraarterial/Intravenous/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""27035""",UNKNOWN,true,"2	""Pump-hep 1000unit/ml Infusion (LEO Pharma)""	""Heparin""	""1000unit/ml""	""Infusion""	""Intravenous Infusion""	""Parenteral Anticoagulants""	""Heparin""",
"""77043""",UNKNOWN,true,"1	""Monoparin 20,000units/20ml solution for injection ampoules (Wockhardt UK Ltd)""	""Heparin""	""1000unit/1ml""	""Solution for injection""	""Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""86940""",UNKNOWN,true,"0	""Apixaban 5mg tablets (A A H Pharmaceuticals Ltd)""	""Apixaban""	""5mg""	""Oral tablet""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Apixaban""",
"""38041""",UNKNOWN,true,"165	""Warfarin sodium 5mg/ml oral suspension""	""Warfarin""	""5mg/5ml""	""Oral Suspension""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""71837""",UNKNOWN,true,"3	""Flolan 1.5mg powder and solvent (pH10.5) for solution for infusion vials (GlaxoSmithKline UK Ltd)""	""Epoprostenol""	""1.5mg""	""Powder and solvent for solution for infusion""	""Intravenous""	""Parenteral Anticoagulants""	""Epoprostenol""",
"""12974""",UNKNOWN,true,"334	""Clexane 150mg/ml Injection (Aventis Pharma)""	""Enoxaparin""	""150mg/ml""	""Injection""	""Subcutaneous Injection""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""19280""",UNKNOWN,true,"2829	""Innohep 14,000units/0.7ml solution for injection pre-filled syringes (LEO Pharma)""	""Tinzaparin""	""20000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Tinzaparin""",
"""23573""",UNKNOWN,true,"68	""Fondaparinux sodium 5mg/0.4ml solution for injection pre-filled syringes""	""Fondaparinux""	""12.5mg/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Fondaparinux""",
"""73421""",UNKNOWN,true,"55	""Phenprocoumon 3mg tablets""	""Phenprocoumon""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Phenprocoumon""",
"""85798""",UNKNOWN,true,"0	""Warfarin 500microgram tablets (Sun Pharma UK Ltd)""	""Warfarin""	""500microgram""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""62150""",UNKNOWN,true,"18874	""Rivaroxaban 2.5mg tablets""	""Rivaroxaban""	""2.5mg""	""Oral tablet""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Rivaroxaban""",
"""21365""",UNKNOWN,true,"53	""Uniparin 5000iu/0.2ml Injection (C P Pharmaceuticals Ltd)""	""Heparin""	""5000iu/0.2ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Heparin""",
"""24809""",UNKNOWN,true,"1	""HEPARIN SODIUM/HYDROCORTISONE ACETATE CRE""	""Heparin""	NA	NA	NA	""Unknown""	""Heparin""",
"""11117""",UNKNOWN,true,"775	""Hep-flush 100iu/ml Oral solution (LEO Pharma)""	""Heparin""	""100iu/ml""	""Oral Solution""	""Oral""	""Parenteral Anticoagulants""	""Heparin""",
"""74349""",UNKNOWN,true,"184	""Arovi 80mg/0.8ml solution for injection pre-filled syringes (ROVI Biotech Ltd)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""48134""",UNKNOWN,true,"64	""Xarelto 15mg tablets (Bayer Plc)""	""Rivaroxaban""	""15mg""	""Oral tablet""	""Oral""	""Unknown""	""Rivaroxaban""",
"""34758""",UNKNOWN,true,"3562	""Warfarin 3mg tablets (IVAX Pharmaceuticals UK Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""82730""",UNKNOWN,true,"1	""Coumadin 4mg tablets (Imported (Canada))""	""Warfarin""	""4mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""89777""",UNKNOWN,true,"14	""Dalteparin sodium 10,000units/4ml solution for injection vials""	""Dalteparin""	""2500unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""90635""",UNKNOWN,true,"522	""Rivaroxaban 15mg capsules""	""Rivaroxaban""	""15mg""	""Oral capsule""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Rivaroxaban""",
"""89120""",UNKNOWN,true,"7	""Heparin sodium 200units/2ml I.V. flush solution ampoules (Kent Pharma (UK) Ltd)""	""Heparin""	""100unit/1ml""	""Not applicable""	""Route of administration not applicable""	""Catheter Maintenance Solutions""	""Heparin""",
"""3744""",UNKNOWN,true,"5264	""Heparin 10 iu/ml Flush solution""	""Heparin""	""10 iu/ml""	""Flush Solution""	NA	""Parenteral Anticoagulants""	""Heparin""",
"""30203""",UNKNOWN,true,"5665	""Warfarin wbp 3mg Tablet (Boehringer Ingelheim Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""43407""",UNKNOWN,true,"979	""Warfarin 3mg tablets (A A H Pharmaceuticals Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""51350""",UNKNOWN,true,"9	""Fragmin 15,000units/0.6ml solution for injection pre-filled syringes (Waymade Healthcare Plc)""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""21518""",UNKNOWN,true,"37	""Monoparin 25,000iu/ml Injection (C P Pharmaceuticals Ltd)""	""Heparin""	""25,000iu/ml""	""Injection""	""Subcutaneous Injection""	""Parenteral Anticoagulants""	""Heparin""",
"""80969""",UNKNOWN,true,"9	""Warfarin 1mg tablets (Arrow Generics Ltd)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""47353""",UNKNOWN,true,"2856	""Rivaroxaban 15mg tablets""	""Rivaroxaban""	""15mg""	""Oral tablet""	""Oral""	""Unknown""	""Rivaroxaban""",
"""62310""",UNKNOWN,true,"6	""Warfarin 500microgram tablets (Advanz Pharma)""	""Warfarin""	""500microgram""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""89251""",UNKNOWN,true,"0	""Fondaparinux sodium 10mg/0.8ml solution for injection pre-filled syringes (Dr Reddy's Laboratories (UK) Ltd)""	""Fondaparinux""	""12.5mg/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Fondaparinux""",
"""50391""",UNKNOWN,true,"9	""Fragmin 18,000units/0.72ml solution for injection pre-filled syringes (Waymade Healthcare Plc)""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""36142""",UNKNOWN,true,"51	""Heparin sodium 25,000units/1ml solution for injection ampoules""	""Heparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""14851""",UNKNOWN,true,"6464	""Tinzaparin sodium 4,500units/0.45ml solution for injection pre-filled syringes""	""Tinzaparin""	""10000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Tinzaparin""",
"""60188""",UNKNOWN,true,"5	""Heparin sodium 5,000units/1litre infusion bags""	""Heparin""	""5unit/1ml""	""Infusion""	""Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""10002""",UNKNOWN,true,"1177	""Dalteparin 10000iu/1ml injection solution""	""Dalteparin""	""10000 iu/1ml""	""Injection Solution""	""Subcutaneous Injection""	""Parenteral Anticoagulants""	""Dalteparin""",
"""92278""",UNKNOWN,true,"1	""Dabigatran etexilate 110mg capsule (Genus Pharmaceuticals Ltd)""	""Dabigatran etexilate""	""110mg""	""Oral capsule""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Dabigatran etexilate""",
"""72040""",UNKNOWN,true,"31	""Warfarin 3mg tablets (Crescent Pharma Ltd)""	""Warfarin""	""3mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""42106""",UNKNOWN,true,"3	""Unihep leo 25,000iu/ml Injection (LEO Pharma)""	""Heparin""	""25,000iu/ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Heparin""",
"""75255""",UNKNOWN,true,"1	""Dalteparin sodium 5,000units/0.2ml solution for injection pre-filled syringes (Ennogen Healthcare Ltd)""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""77318""",UNKNOWN,true,"1	""Enoxaparin Becat 20mg/0.2ml solution for injection pre-filled syringes (ROVI Biotech Ltd)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""13097""",UNKNOWN,true,"13004	""Clexane 20mg/0.2ml solution for injection pre-filled syringes (Sanofi)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""63169""",UNKNOWN,true,"347	""Innohep 12,000units/0.6ml solution for injection pre-filled syringes (LEO Pharma)""	""Tinzaparin""	""20000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Tinzaparin""",
"""37131""",UNKNOWN,true,"20	""Heparin sodium 25,000units/5ml solution for injection vials""	""Heparin""	""5000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""30108""",UNKNOWN,true,"53	""Heparin calcium 5000iu/0.2ml Injection""	""Heparin""	""5000iu/0.2ml""	""Injection""	""Subcutaneous Injection""	""Parenteral Anticoagulants""	""Heparin""",
"""76048""",UNKNOWN,true,"81	""Arovi 150mg/1ml solution for injection pre-filled syringes (ROVI Biotech Ltd)""	""Enoxaparin""	""150mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""25195""",UNKNOWN,true,"2	""Heparin sodium 25,000iu/ml pre-filled Injection""	""Heparin""	""25,000iu/ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Heparin""",
"""34418""",UNKNOWN,true,"62	""Warfarin 5mg tablets (Viatris UK Healthcare Ltd)""	""Warfarin""	""5mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""10072""",UNKNOWN,true,"5200	""Fragmin 10,000units/0.4ml solution for injection pre-filled syringes (Pfizer Ltd)""	""Dalteparin""	""25000unit/1ml""	""Solution for injection""	""Subcutaneous""	""Parenteral Anticoagulants""	""Dalteparin""",
"""1781""",UNKNOWN,true,"3065975	""Warfarin 5mg tablets""	""Warfarin""	""5mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""85412""",UNKNOWN,true,"0	""Heparin sodium 5,000units/0.2ml solution for injection ampoules (C P Pharmaceuticals Ltd)""	""Heparin""	""25000unit/1ml""	""Solution for injection""	""Intravenous/Subcutaneous""	""Parenteral Anticoagulants""	""Heparin""",
"""10560""",UNKNOWN,true,"38	""WARFARIN 10 MG TAB""	""Warfarin""	NA	""Tablet""	""Oral""	""Unknown""	""Warfarin""",
"""14341""",UNKNOWN,true,"12289	""Clexane Forte 150mg/1ml solution for injection pre-filled syringes (Sanofi)""	""Enoxaparin""	""150mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""5305""",UNKNOWN,true,"46179	""Sinthrome 1mg tablets (Norgine Pharmaceuticals Ltd)""	""Acenocoumarol""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Acenocoumarol""",
"""65285""",UNKNOWN,true,"40	""Warfarin 1mg tablets (Crescent Pharma Ltd)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""78487""",UNKNOWN,true,"19	""Heparin 200iu/2ml Flush solution (Wockhardt UK Ltd)""	""Heparin""	""200iu/2ml""	""Flush Solution""	NA	""Parenteral Anticoagulants""	""Heparin""",
"""76072""",UNKNOWN,true,"0	""Warfarin 1mg tablets (Mawdsley-Brooks & Company Ltd)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""35033""",UNKNOWN,true,"242	""Heparin sodium 5,000units/5ml solution for injection vials""	""Heparin""	""1000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""84945""",UNKNOWN,true,"0	""Heparin sodium 20,000units/20ml solution for injection ampoules (C P Pharmaceuticals Ltd)""	""Heparin""	""1000unit/1ml""	""Solution for injection""	""Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""55316""",UNKNOWN,true,"1	""Warfarin 3mg/5ml oral suspension""	""Warfarin""	""600microgram/1ml""	""Oral suspension""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""8466""",UNKNOWN,true,"51769	""Marevan 1mg tablets (Advanz Pharma)""	""Warfarin""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""83611""",UNKNOWN,true,"1	""Clexane 40mg/0.4ml solution for injection pre-filled syringes (Lexon (UK) Ltd)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""56289""",UNKNOWN,true,"3304	""Xarelto 20mg tablets (Bayer Plc)""	""Rivaroxaban""	""20mg""	""Oral tablet""	""Oral""	""Novel Oral Anticoagulants (Noacs)""	""Rivaroxaban""",
"""44238""",UNKNOWN,true,"5	""Heparin 50 iu/5ml Flush solution (Wockhardt UK Ltd)""	""Heparin""	""50 iu/5ml""	""Flush Solution""	NA	""Parenteral Anticoagulants""	""Heparin""",
"""36099""",UNKNOWN,true,"475	""Warfarin 1mg/5ml oral suspension""	""Warfarin""	""200microgram/1ml""	""Oral suspension""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""4446""",UNKNOWN,true,"37542	""Acenocoumarol 1mg tablets""	""Acenocoumarol""	""1mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Acenocoumarol""",
"""33307""",UNKNOWN,true,"130	""Heparin sodium 5,000units/1ml solution for injection ampoules""	""Heparin""	""5000unit/1ml""	""Solution for injection""	""Subcutaneous/Intravenous""	""Parenteral Anticoagulants""	""Heparin""",
"""13348""",UNKNOWN,true,"22467	""Marevan 5mg tablets (Advanz Pharma)""	""Warfarin""	""5mg""	""Oral tablet""	""Oral""	""Oral Anticoagulants""	""Warfarin""",
"""25287""",UNKNOWN,true,"14	""Unihep leo 1000unit/ml Injection (LEO Pharma)""	""Heparin""	""1000unit/ml""	""Injection""	""Intramuscular""	""Parenteral Anticoagulants""	""Heparin""",
"""82540""",UNKNOWN,true,"17	""Clexane 100mg/1ml solution for injection pre-filled syringes (Mawdsley-Brooks & Company Ltd)""	""Enoxaparin""	""100mg/1ml""	""Solution for injection""	""Intravenous/Intraarterial/Subcutaneous""	""Parenteral Anticoagulants""	""Enoxaparin""",
"""4888""",UNKNOWN,true,"217	""Heplok 10 iu/ml Oral solution (LEO Pharma)""	""Heparin""	""10 iu/ml""	""Oral Solution""	""Oral""	""Parenteral Anticoagulants""	""Heparin""",
