code,code_system,include,term,notes
"""medcodeid""",UNKNOWN,true,"""Observations""	""OriginalReadCode""	""CleansedReadCode""	""term""	""SnomedCTConceptId""	""SnomedCTDescriptionId""	""EmisCodeCategoryId""",
"""840951000006119""",UNKNOWN,true,"72197	""C109J""	""C109J00""	""insulin treated type 2 diabetes mellitus""	""237599002""	""2967820013""	32",
"""840971000006112""",UNKNOWN,true,"830	""C10D""	""C10D.00""	""diabetes mellitus autosomal dominant type ii""	""237604008""	""356082013""	32",
"""841351000006110""",UNKNOWN,true,"1646	""C109J-2""	""C109J12""	""insulin treated type ii diabetes mellitus""	""237599002""	""1223147012""	32",
"""851051000006110""",UNKNOWN,true,"26	""EMISR4QIN2""	NA	""ins-treat non-ins-dep diab mel""	""851051000006106""	""851051000006110""	32",
"""856771000006110""",UNKNOWN,true,"2276	""EMISTO1""	NA	""patient has been told has diabetes""	""856771000006106""	""856771000006110""	27",
"""881451000006113""",UNKNOWN,true,"27621	""C1001-99""	""C100199""	""diabetes mellitus -adult onset""	""532411000000102""	""881451000006113""	32",
"""881461000006110""",UNKNOWN,true,"603	""C101-99""	""C101.99""	""diabetes+ketoacidosis -no coma""	""420422005""	""881461000006110""	32",
"""881471000006115""",UNKNOWN,true,"64	""C103-99""	""C103.99""	""diabetes with coma""	""26298008""	""881471000006115""	32",
"""881481000006117""",UNKNOWN,true,"1266	""C104-99""	""C104.99""	""diabetes + nephropathy""	""127013003""	""881481000006117""	32",
"""881491000006119""",UNKNOWN,true,"1180	""C105-99""	""C105.99""	""diabetes + eye manifestation""	""25093002""	""881491000006119""	32",
"""881501000006110""",UNKNOWN,true,"5453	""C106-99""	""C106.99""	""diabetes + neuropathy""	""230572002""	""881501000006110""	32",
"""881511000006113""",UNKNOWN,true,"687	""C107-99""	""C107.99""	""diabetes + periph.circulat.dis""	""422275004""	""881511000006113""	32",
"""881521000006117""",UNKNOWN,true,"283	""C10y-99""	""C10y.99""	""diabetes + other complications""	""658011000000104""	""881521000006117""	32",
