code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""Lipid regulating meds""",
"""20842""",UNKNOWN,true,"12	""Phyllosan Tablet (SSL International Plc)""	""Nicotinic acid""	NA	""Tablet""	""Oral""	""Oral Iron/Multivitamin And Multimineral Preparations""	""Nicotinic acid""",
"""92381""",UNKNOWN,true,"1	""Rosuvastatin 10mg/5ml oral solution sugar free""	""Rosuvastatin""	""2mg/1ml""	""Oral solution""	""Oral""	""Statins""	""Rosuvastatin""",
"""90343""",UNKNOWN,true,"0	""Fenofibrate micronised 200mg capsules (Accord-UK Ltd)""	""Fenofibrate""	""200mg""	""Oral capsule""	""Oral""	""Fibrates""	""Fenofibrate""",
"""32110""",UNKNOWN,true,"39	""Colestyramine 4g Sachets (Dominion Pharma)""	""Colestyramine""	""4gram""	""Powder for oral suspension""	""Oral""	""Bile Acid Sequestrants/Bile Acid Sequestrants - Lipid-Regulating Products""	""Colestyramine""",
"""55444""",UNKNOWN,true,"0	""Atorvastatin 40mg tablets (Zentiva Pharma UK Ltd)""	""Atorvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""57489""",UNKNOWN,true,"0	""Ciprofibrate 100mg tablets (Zentiva Pharma UK Ltd)""	""Ciprofibrate""	""100mg""	""Oral tablet""	""Oral""	""Fibrates""	""Ciprofibrate""",
"""85909""",UNKNOWN,true,"0	""Fenofibrate micronised 200mg capsules (Sun Pharma UK Ltd)""	""Fenofibrate""	""200mg""	""Oral capsule""	""Oral""	""Fibrates""	""Fenofibrate""",
"""18098""",UNKNOWN,true,"361	""Nicotinic acid 375mg + 500mg + 750mg Modified-release tablet""	""Nicotinic acid""	""375mg + 500mg + 750mg""	""Modified-Release Tablet""	""Oral""	""Nicotinic Acid Group""	""Nicotinic acid""",
"""1223""",UNKNOWN,true,"52620	""Lipostat 40mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)""	""Pravastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Pravastatin""",
"""89892""",UNKNOWN,true,"0	""Atorvastatin 40mg tablets (Flamingo Pharma (UK) Ltd)""	""Atorvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""41396""",UNKNOWN,true,"82	""Fenofibrate micronised 200mg capsules (A A H Pharmaceuticals Ltd)""	""Fenofibrate""	""200mg""	""Oral capsule""	""Oral""	""Fibrates""	""Fenofibrate""",
"""16067""",UNKNOWN,true,"11050	""Sanatogen gold A to Z Tablet (Roche Consumer Health)""	""Nicotinic acid""	NA	""Tablet""	""Oral""	""-""	""Nicotinic acid""",
"""89828""",UNKNOWN,true,"0	""Atorvastatin 10mg tablets (MSN Laboratories Europe Ltd)""	""Atorvastatin""	""10mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""90566""",UNKNOWN,true,"0	""Atorvastatin 40mg tablets (AAH Hillcross)""	""Atorvastatin""	""40mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
"""5775""",UNKNOWN,true,"5117112	""Atorvastatin 80mg tablets""	""Atorvastatin""	""80mg""	""Oral tablet""	""Oral""	""Statins""	""Atorvastatin""",
