code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""dmdcode""	""gemscriptcode""	""productname""	""drugsubstance""	""strength""	""formulation""	""route""	""bnfcode""	""bnfchapter""	""Statin""",
"""78993""",UNKNOWN,true,"NA	""20177021""	""Fluvastatin 80mg modified-release tablets (Waymade Healthcare Plc)""	""""	""""	""""	""""	""02120400""	""Statins""	""fluvastatin""",
"""79426""",UNKNOWN,true,"NA	""85098021""	""Atorvastatin 80mg tablets (Bristol Laboratories Ltd)""	""""	""""	""""	""""	""02120400""	""Statins""	""Atorvastatin""",
"""79517""",UNKNOWN,true,"NA	""79198021""	""Rosuvastatin 5mg tablets (Sandoz Ltd)""	""Rosuvastatin calcium""	""5mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""80119""",UNKNOWN,true,"NA	""79458021""	""Atorvastatin 80mg tablets (Milpharm Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""80127""",UNKNOWN,true,"NA	""86944021""	""Pravastatin 20mg tablets (Mawdsley-Brooks & Company Ltd)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""80263""",UNKNOWN,true,"NA	""79194021""	""Rosuvastatin 5mg tablets (Mylan)""	""Rosuvastatin calcium""	""5mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""80312""",UNKNOWN,true,"NA	""79179021""	""Rosuvastatin 10mg tablets (Accord Healthcare Ltd)""	""Rosuvastatin calcium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""80365""",UNKNOWN,true,"NA	""02537020""	""Pravastatin 10mg tablets (Alliance Healthcare (Distribution) Ltd)""	""Pravastatin sodium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""81205""",UNKNOWN,true,"NA	""90044021""	""Rosuvastatin 20mg tablets (DE Pharmaceuticals)""	""Rosuvastatin calcium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""81602""",UNKNOWN,true,"NA	""79178021""	""Rosuvastatin 10mg tablets (A A H Pharmaceuticals Ltd)""	""Rosuvastatin calcium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""82306""",UNKNOWN,true,"NA	""10673020""	""Crestor 10mg tablets (Necessity Supplies Ltd)""	""Rosuvastatin calcium""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""82329""",UNKNOWN,true,"NA	""40519020""	""Fluvastatin 20mg capsules (Sandoz Ltd)""	""Fluvastatin sodium""	""20mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""82516""",UNKNOWN,true,"NA	""02545020""	""Lipostat 20mg tablets (Waymade Healthcare Plc)""	""Pravastatin sodium""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""82524""",UNKNOWN,true,"NA	""02569020""	""Lescol 20mg capsules (Waymade Healthcare Plc)""	""Fluvastatin sodium""	""20mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""82527""",UNKNOWN,true,"NA	""02243020""	""Lipitor 40mg tablets (Dowelhurst Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""82854""",UNKNOWN,true,"NA	""79485021""	""Atorvastatin 40mg tablets (Milpharm Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""82859""",UNKNOWN,true,"NA	""79195021""	""Rosuvastatin 5mg tablets (Teva UK Ltd)""	""Rosuvastatin calcium""	""5mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""83132""",UNKNOWN,true,"NA	""79192021""	""Rosuvastatin 5mg tablets (Aristo Pharma Ltd)""	""Rosuvastatin calcium""	""5mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""83279""",UNKNOWN,true,"NA	""79196021""	""Rosuvastatin 5mg tablets (A A H Pharmaceuticals Ltd)""	""Rosuvastatin calcium""	""5mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""83443""",UNKNOWN,true,"NA	""36402020""	""Pravastatin 40mg/5ml oral suspension""	""Pravastatin sodium""	""8mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""83464""",UNKNOWN,true,"NA	""77207020""	""Fluvastatin 20mg capsules (Mylan)""	""Fluvastatin sodium""	""20mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""83487""",UNKNOWN,true,"NA	""77210020""	""Fluvastatin 40mg capsules (Mylan)""	""Fluvastatin sodium""	""40mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""83832""",UNKNOWN,true,"NA	""96985021""	""Simvastatin 20mg tablets (Medihealth (Northern) Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""84456""",UNKNOWN,true,"NA	""94564021""	""Atorvastatin 80mg tablets (Medihealth (Northern) Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""84533""",UNKNOWN,true,"NA	""02245020""	""Atorvastatin 40mg tablets (Sigma Pharmaceuticals Plc)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""84662""",UNKNOWN,true,"NA	""67928020""	""Simvastatin 80mg tablets (IVAX Pharmaceuticals UK Ltd)""	""Simvastatin""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""84780""",UNKNOWN,true,"NA	""99115021""	""Rosuvastatin 5mg capsules""	""Rosuvastatin calcium""	""5mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""84807""",UNKNOWN,true,"NA	""98824021""	""Rosuvastatin 20mg capsules""	""Rosuvastatin calcium""	""20mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""84810""",UNKNOWN,true,"NA	""02608020""	""Atorvastatin 10mg tablets (Mawdsley-Brooks & Company Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""84907""",UNKNOWN,true,"NA	""99281021""	""Rosuvastatin 10mg capsules""	""Rosuvastatin calcium""	""10mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""84931""",UNKNOWN,true,"NA	""99117021""	""Rosuvastatin 40mg capsules""	""Rosuvastatin calcium""	""40mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""85141""",UNKNOWN,true,"NA	""62257021""	""Atorvastatin 10mg tablets (Kent Pharma (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""85273""",UNKNOWN,true,"NA	""79200021""	""Rosuvastatin 5mg tablets (Sun Pharmaceutical Industries Europe B.V.)""	""Rosuvastatin calcium""	""5mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""85478""",UNKNOWN,true,"NA	""53349021""	""Pravastatin 40mg tablets (DE Pharmaceuticals)""	""Pravastatin sodium""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Pravastatin""",
"""85695""",UNKNOWN,true,"NA	""02614020""	""Atorvastatin 20mg tablets (Dowelhurst Ltd)""	""Atorvastatin calcium trihydrate""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""86254""",UNKNOWN,true,"NA	""98582020""	""Dorisin XL 80mg tablets (Aspire Pharma Ltd)""	""Fluvastatin sodium""	""80mg""	""Modified-release tablet""	""Oral""	""02120400""	""Statins""	""fluvastatin""",
"""86365""",UNKNOWN,true,"NA	""01785022""	""Atorvastatin 20mg/5ml oral suspension sugar free""	""Atorvastatin calcium trihydrate""	""4mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""86375""",UNKNOWN,true,"NA	""96646021""	""Simvastatin 10mg tablets (Medihealth (Northern) Ltd)""	""Simvastatin""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""86724""",UNKNOWN,true,"NA	""79483021""	""Atorvastatin 10mg tablets (Milpharm Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""86784""",UNKNOWN,true,"NA	""83289021""	""Atorvastatin 80mg tablets (Xiromed)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""87110""",UNKNOWN,true,"NA	""01613022""	""Rosuvastatin 5mg capsules (A A H Pharmaceuticals Ltd)""	""Rosuvastatin calcium""	""5mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""87294""",UNKNOWN,true,"NA	""94537021""	""Atorvastatin 40mg tablets (Medihealth (Northern) Ltd)""	""Atorvastatin calcium trihydrate""	""40mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""87335""",UNKNOWN,true,"NA	""03232022""	""Rosuvastatin 15mg tablets""	""Rosuvastatin calcium""	""15mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""87397""",UNKNOWN,true,"NA	""03234022""	""Rosuvastatin 30mg tablets""	""Rosuvastatin calcium""	""30mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""87497""",UNKNOWN,true,"NA	""86940021""	""Simvastatin 20mg tablets (Mawdsley-Brooks & Company Ltd)""	""Simvastatin""	""20mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""87532""",UNKNOWN,true,"NA	""95329021""	""Atorvastatin 30mg tablets (Zentiva Pharma UK Ltd)""	""Atorvastatin calcium trihydrate""	""30mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""87561""",UNKNOWN,true,"NA	""62217021""	""Atorvastatin 80mg tablets (Kent Pharma (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""80mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""87635""",UNKNOWN,true,"NA	""01871022""	""Rosuvastatin 5mg capsules (Alliance Healthcare (Distribution) Ltd)""	""Rosuvastatin calcium""	""5mg""	""Capsule""	""Oral""	""02120400""	""Statins""	""Rosuvastatin""",
"""87651""",UNKNOWN,true,"NA	""37430020""	""Simvastatin 40mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)""	""Simvastatin""	""8mg/1ml""	""Oral suspension""	""Oral""	""02120400""	""Statins""	""Simvastatin""",
"""87734""",UNKNOWN,true,"NA	""02607020""	""Lipitor 10mg tablets (Lexon (UK) Ltd)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
"""87831""",UNKNOWN,true,"NA	""83312021""	""Atorvastatin 10mg tablets (Xiromed)""	""Atorvastatin calcium trihydrate""	""10mg""	""Tablet""	""Oral""	""02120400""	""Statins""	""Atorvastatin""",
