code,code_system,include,term,notes
"""prodcode""",UNKNOWN,true,"""therapyevents""	""productname""	""ingredient""	""strength""	""formulation""	""route""	""bnftext""	""Antiplatelets""",
"""57036""",UNKNOWN,true,"18	""Clopidogrel 75mg tablets (Viatris UK Healthcare Ltd)""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""23841""",UNKNOWN,true,"0	""Safapryn Tablet (Pfizer Ltd)""	""Aspirin""	NA	""Tablet""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""53751""",UNKNOWN,true,"166	""Clopidogrel 75mg tablets (Phoenix Healthcare Distribution Ltd)""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""33676""",UNKNOWN,true,"34	""Aspirin 75mg dispersible tablets (Kent Pharma (UK) Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""77623""",UNKNOWN,true,"21	""Caprin 324mg Modified-release tablet (Pinewood Healthcare)""	""Aspirin""	""324mg""	""Modified-Release Tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""17449""",UNKNOWN,true,"10	""Ticlid 250mg tablets (Sanofi-Synthelabo Ltd)""	""Ticlopidine""	""250mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Ticlopidine""",
"""8185""",UNKNOWN,true,"1859	""Disprin CV 300mg modified-release tablets (Reckitt Benckiser Healthcare (UK) Ltd)""	""Aspirin""	""300mg""	""Modified-release tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""49799""",UNKNOWN,true,"0	""Aspirin 150mg suppositories (A A H Pharmaceuticals Ltd)""	""Aspirin""	""150mg""	""Suppository""	""Rectal""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""67037""",UNKNOWN,true,"53	""Clopidogrel 75mg tablets (Zentiva Pharma UK Ltd)""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""71192""",UNKNOWN,true,"1	""Aspirin 75mg tablets (Kent Pharma (UK) Ltd)""	""Aspirin""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""67858""",UNKNOWN,true,"1	""Aspirin 25mg capsules""	""Aspirin""	""25mg""	""Oral capsule""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""78623""",UNKNOWN,true,"0	""Aspirin 300mg tablets (Mawdsley-Brooks & Company Ltd)""	""Aspirin""	""300mg""	""Oral tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""1137""",UNKNOWN,true,"179633	""Nu-seals aspirin ec 300mg Gastro-resistant tablet (Eli Lilly and Company Ltd)""	""Aspirin""	""300mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""59021""",UNKNOWN,true,"0	""Aspirin 75mg gastro-resistant tablets (Bristol Laboratories Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""21932""",UNKNOWN,true,"5	""ETHOHEPTALINE CITRATE/ASPIRIN MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""85163""",UNKNOWN,true,"4	""Aspirin 75mg gastro-resistant tablets (Dexcel-Pharma Ltd)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""12976""",UNKNOWN,true,"7491	""Aspirin 900mg / Metoclopramide 10mg oral powder sachets sugar free""	""Aspirin""	""10mg + 900mg""	""Powder for oral solution""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""80481""",UNKNOWN,true,"40	""Aspirin 75mg Dispersible tablet (Numark Management Ltd)""	""Aspirin""	""75mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""572""",UNKNOWN,true,"368	""Ticlopidine 250mg tablets""	""Ticlopidine""	""250mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Ticlopidine""",
"""16611""",UNKNOWN,true,"2	""Anadin Tablet (Wyeth Consumer Healthcare)""	""Aspirin""	""325mg + 15mg""	""Oral tablet""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""33139""",UNKNOWN,true,"2	""Anadin maximum strength Capsule (Wyeth Consumer Healthcare)""	""Aspirin""	NA	""Capsule""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""77103""",UNKNOWN,true,"0	""Dipyridamole 50mg/5ml oral suspension sugar free (Pinewood Healthcare)""	""Dipyridamole""	""10mg/1ml""	""Oral suspension""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""32178""",UNKNOWN,true,"1	""Paracetamol 133mg with aspirin 267mg & caffeine 40mg effervescent tablet""	""Aspirin""	""133mg + 267mg +40mg""	""Effervescent Tablet""	""Oral""	""Non-Opioid And Compound Analgesics""	""Aspirin""",
"""2105""",UNKNOWN,true,"38	""Solprin 300mg Tablet (Reckitt Benckiser Healthcare (UK) Ltd)""	""Aspirin""	""300mg""	""Dispersible tablet""	""Oral""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""1814""",UNKNOWN,true,"520912	""Dipyridamole 100mg tablets""	""Dipyridamole""	""100mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
"""60777""",UNKNOWN,true,"1	""Aspirin 75mg gastro-resistant tablets (DE Pharmaceuticals)""	""Aspirin""	""75mg""	""Gastro-resistant tablet""	""Oral""	""Antiplatelet Products""	""Aspirin""",
"""76572""",UNKNOWN,true,"0	""Aspirin 300mg suppositories (Martindale Pharmaceuticals Ltd)""	""Aspirin""	""300mg""	""Suppository""	""Rectal""	""Antiplatelet Products/Non-Opioid And Compound Analgesics""	""Aspirin""",
"""52761""",UNKNOWN,true,"173	""Clopidogrel 75mg tablets (Dr Reddy's Laboratories (UK) Ltd)""	""Clopidogrel""	""75mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Clopidogrel""",
"""685""",UNKNOWN,true,"14257	""Aspav dispersible tablets (Actavis UK Ltd)""	""Aspirin""	""500mg + 7.71mg""	""Dispersible tablet""	""Oral""	""Unknown""	""Aspirin""",
"""7915""",UNKNOWN,true,"825	""ASPIRIN SR 100 MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""8734""",UNKNOWN,true,"181	""ASPIRIN disp 37.5 MG TAB""	""Aspirin""	NA	""Tablet""	""Oral""	""Unknown""	""Aspirin""",
"""30976""",UNKNOWN,true,"25	""Modaplate 100mg Tablet (Berk Pharmaceuticals Ltd)""	""Dipyridamole""	""100mg""	""Oral tablet""	""Oral""	""Antiplatelet Products""	""Dipyridamole""",
