code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""database""",
"""3043011000006116""",UNKNOWN,true,"""glucose measurement, blood""	""Aurum""",
"""3043021000006112""",UNKNOWN,true,"""blood sugar level""	""Aurum""",
"""3043041000006117""",UNKNOWN,true,"""blood glucose level""	""Aurum""",
"""3080861000006112""",UNKNOWN,true,"""glucose measurement""	""Aurum""",
"""3347901000006114""",UNKNOWN,true,"""glucose measurement, fasting""	""Aurum""",
"""3590531000006117""",UNKNOWN,true,"""glucose""	""Aurum""",
"""3628201000006114""",UNKNOWN,true,"""urinalysis, glucose, qualitative""	""Aurum""",
"""3628211000006112""",UNKNOWN,true,"""urine test for glucose""	""Aurum""",
"""3674501000006115""",UNKNOWN,true,"""glucose measurement, plasma""	""Aurum""",
"""3674511000006117""",UNKNOWN,true,"""plasma glucose""	""Aurum""",
"""3944121000006119""",UNKNOWN,true,"""glucose measurement, 2 hour post prandial""	""Aurum""",
"""3944141000006114""",UNKNOWN,true,"""2 hours post-food blood sugar level""	""Aurum""",
"""4109691000006119""",UNKNOWN,true,"""glucose measurement, blood, test strip""	""Aurum""",
"""4109711000006116""",UNKNOWN,true,"""dipstick blood sugar level""	""Aurum""",
"""4109741000006117""",UNKNOWN,true,"""glucose measurement, post glucose dose""	""Aurum""",
"""4600701000006112""",UNKNOWN,true,"""laboratory blood glucose""	""Aurum""",
"""4600721000006119""",UNKNOWN,true,"""glucometer blood glucose""	""Aurum""",
"""4602041000006112""",UNKNOWN,true,"""serum random glucose level""	""Aurum""",
"""4602061000006111""",UNKNOWN,true,"""serum fasting glucose level""	""Aurum""",
"""4602091000006115""",UNKNOWN,true,"""plasma random glucose measurement""	""Aurum""",
"""4602121000006116""",UNKNOWN,true,"""plasma fasting glucose level""	""Aurum""",
"""4604791000006114""",UNKNOWN,true,"""urine glucose chemical titre measurement""	""Aurum""",
"""5109401000006116""",UNKNOWN,true,"""disorder of glucose regulation""	""Aurum""",
"""5109931000006116""",UNKNOWN,true,"""acute hyperglycaemia""	""Aurum""",
"""5109951000006111""",UNKNOWN,true,"""metabolic stress hyperglycaemia""	""Aurum""",
"""5192411000006114""",UNKNOWN,true,"""diabetic monitoring status""	""Aurum""",
"""5285361000006114""",UNKNOWN,true,"""glucose concentration, test strip measurement""	""Aurum""",
"""5299141000006111""",UNKNOWN,true,"""urinary glucose output""	""Aurum""",
"""5299211000006118""",UNKNOWN,true,"""small intestine glucose intolerance""	""Aurum""",
"""5514341000006116""",UNKNOWN,true,"""urine dipstick for glucose""	""Aurum""",
"""5519841000006111""",UNKNOWN,true,"""random blood glucose measurement""	""Aurum""",
"""5519851000006113""",UNKNOWN,true,"""random blood glucose level""	""Aurum""",
"""5519861000006110""",UNKNOWN,true,"""rbg - random blood glucose""	""Aurum""",
"""5519871000006115""",UNKNOWN,true,"""random blood glucose""	""Aurum""",
"""5519881000006117""",UNKNOWN,true,"""fasting blood glucose measurement""	""Aurum""",
"""5519891000006119""",UNKNOWN,true,"""fasting blood glucose level""	""Aurum""",
"""5519901000006115""",UNKNOWN,true,"""fbg - fasting blood glucose""	""Aurum""",
"""5519911000006117""",UNKNOWN,true,"""fasting blood glucose""	""Aurum""",
