"medcodeid"	"TermRead"	"TermSNOMED"	"TermEMIS"	"SNOMED"	"OriginalReadCode"	"CleansedReadCode"	"Group"	"Observations"
"395031000006114"	"[X]Latent schizophrenic reaction"	"[X]Latent schizophrenic reaction"	NA	"191559008"	"Eu21-1"	"Eu21.11"	"other psychosis"	5
"396071000006119"	"[X]Manic-depressive reaction"	"[X]Manic-depressive reaction"	NA	"13746004"	"Eu31-3"	"Eu31.13"	"bipolar"	86
"396691000006111"	"[X]Mania NOS"	"[X]Mania NOS"	NA	"268619003"	"Eu30z-1"	"Eu30z11"	"bipolar"	6833
"396701000006111"	"[X]Mania with mood-congruent psychotic symptoms"	"[X]Mania with mood-congruent psychotic symptoms"	NA	"231494001"	"Eu302-1"	"Eu30211"	"bipolar"	258
"396711000006114"	"[X]Mania with mood-incongruent psychotic symptoms"	"[X]Mania with mood-incongruent psychotic symptoms"	NA	"231494001"	"Eu302-2"	"Eu30212"	"bipolar"	54
"396741000006113"	"[X]Manic episode"	"[X]Manic episode"	NA	"268619003"	"Eu30"	"Eu30.00"	"bipolar"	9625
"396761000006112"	"[X]Manic stupor"	"[X]Manic stupor"	NA	"231494001"	"Eu302-3"	"Eu30213"	"bipolar"	8
"396771000006117"	"[X] Manic-depressive psychosis, depressed type without psychotic symptoms"	NA	NA	NA	"Eu332-3"	"Eu33213"	"bipolar"	421
"396781000006119"	"[X]Manic-depress psychosis,depressed type+psychotic symptoms"	"[X]Manic-depress psychosis,depressed type+psychotic symptoms"	NA	"765176007"	"Eu333-2"	"Eu33312"	"bipolar"	806
"396791000006116"	"Manic-depressive illness"	"[X]Manic-depressive illness"	NA	"13746004"	"Eu31-1"	"Eu31.11"	"bipolar"	24303
"396801000006115"	"Manic-depressive psychosis"	"[X]Manic-depressive psychosis"	NA	"13746004"	"Eu31-2"	"Eu31.12"	"bipolar"	15069
"398541000006116"	"Bipolar affective disorder , current episode mixed"	"[X]Mixed affective episode"	NA	"192362008"	"Eu3y0-1"	"Eu3y011"	"bipolar"	2030
"398631000006113"	"Mixed schizophrenic and affective pschosis"	"[X]Mixed schizophrenic and affective psychosis"	NA	"270901009"	"Eu252-2"	"Eu25212"	"other psychosis"	1700
"403611000006116"	"[X]Oneirophrenia"	"[X]Oneirophrenia"	NA	"278853003"	"Eu232-3"	"Eu23213"	"other psychosis"	1
"412201000006113"	"[X]Other nonorganic psychotic disorders"	"[X]Other nonorganic psychotic disorders"	NA	"191525009"	"Eu2y"	"Eu2y.00"	"other psychosis"	2157
"418181000006110"	"[X]Paranoia querulans"	"[X]Paranoia querulans"	NA	"231487004"	"Eu22y-3"	"Eu22y13"	"other psychosis"	15
"418221000006118"	"[X]Paranoid schizophrenia"	"[X]Paranoid schizophrenia"	NA	"64905009"	"Eu200"	"Eu20000"	"schizophrenia"	30750
"418231000006115"	"[X]Paranoid state"	"[X]Paranoid state"	NA	"191667009"	"Eu220-2"	"Eu22012"	"other psychosis"	5775
"418251000006110"	"Late paraphrenia"	"[X]Paraphrenia - late"	NA	"38295006"	"Eu220-3"	"Eu22013"	"other psychosis"	782
"418261000006112"	"[X]Paraphrenic schizophrenia"	"[X]Paraphrenic schizophrenia"	NA	"64905009"	"Eu200-1"	"Eu20011"	"schizophrenia"	369
"419861000006117"	"Persistent delusional disorder"	"[X]Persistent delusional disorders"	NA	"231487004"	"Eu22"	"Eu22.00"	"other psychosis"	34338
"423041000006119"	"[X]Post-schizophrenic depression"	"[X]Post-schizophrenic depression"	NA	"231485007"	"Eu204"	"Eu20400"	"schizophrenia"	281
"423271000006116"	"Prepsychotic schizophrenia"	"[X]Prepsychotic schizophrenia"	NA	"247804008"	"Eu21-4"	"Eu21.14"	"other psychosis"	35
"423471000006117"	"Prodromal schizophrenia"	"[X]Prodromal schizophrenia"	NA	"247804008"	"Eu21-5"	"Eu21.15"	"other psychosis"	282
"423731000006114"	"[X]Pseudoneurotic schizophrenia"	"[X]Pseudoneurotic schizophrenia"	NA	"31027006"	"Eu21-6"	"Eu21.16"	"other psychosis"	75
"423741000006116"	"[X]Pseudopsychopathic schizophrenia"	"[X]Pseudopsychopathic schizophrenia"	NA	"31027006"	"Eu21-7"	"Eu21.17"	"other psychosis"	16
"424071000006112"	"[X]Psychogenic paranoid psychosis"	"[X]Psychogenic paranoid psychosis"	NA	"191680007"	"Eu233-2"	"Eu23312"	"other psychosis"	721
"424231000006116"	"Psychotic"	"[X]Psychosis NOS"	NA	"69322001"	"Eu2z-1"	"Eu2z.11"	"other psychosis"	144902
"424511000006112"	"[X]Reactive psychosis"	"[X]Reactive psychosis"	NA	"231437006"	"Eu23z-2"	"Eu23z12"	"other psychosis"	2171
"424661000006111"	"[X]Recurrent manic episodes"	"[X]Recurrent manic episodes"	NA	"191590005"	"Eu31y-2"	"Eu31y12"	"bipolar"	269
"424841000006113"	"[X]Residual schizophrenia"	"[X]Residual schizophrenia"	NA	"26025008"	"Eu205"	"Eu20500"	"schizophrenia"	574
"424931000006113"	"[X]Restzustand schizophrenic"	"[X]Restzustand schizophrenic"	NA	"26025008"	"Eu205-2"	"Eu20512"	"schizophrenia"	2
"425501000006113"	"Schizoaffective disorder, depressive type"	"[X]Schizoaffective disorder, depressive type"	NA	"84760002"	"Eu251"	"Eu25100"	"other psychosis"	10622
"425511000006111"	"Schizoaffective disorder, manic type"	"[X]Schizoaffective disorder, manic type"	NA	"271428004"	"Eu250"	"Eu25000"	"other psychosis"	7711
"425521000006115"	"Schizoaffective disorder, mixed type"	"[X]Schizoaffective disorder, mixed type"	NA	"270901009"	"Eu252"	"Eu25200"	"other psychosis"	5747
"425541000006110"	"Schizoaffective disorder"	"[X]Schizoaffective disorders"	NA	"68890003"	"Eu25"	"Eu25.00"	"other psychosis"	159482
"425551000006112"	"[X]Schizoaffective psychosis NOS"	"[X]Schizoaffective psychosis NOS"	NA	"68890003"	"Eu25z-1"	"Eu25z11"	"other psychosis"	3085
"425561000006114"	"[X]Schizoaffective psychosis, depressive type"	"[X]Schizoaffective psychosis, depressive type"	NA	"84760002"	"Eu251-1"	"Eu25111"	"other psychosis"	1175
"425571000006119"	"[X]Schizoaffective psychosis, manic type"	"[X]Schizoaffective psychosis, manic type"	NA	"271428004"	"Eu250-1"	"Eu25011"	"other psychosis"	972
"425601000006114"	"[X]Schizophrenia"	"[X]Schizophrenia"	NA	"58214004"	"Eu20"	"Eu20.00"	"schizophrenia"	81179
"425641000006111"	"[X]Schizophrenic catalepsy"	"[X]Schizophrenic catalepsy"	NA	"191542003"	"Eu202-2"	"Eu20212"	"schizophrenia"	42
"425651000006113"	"[X]Schizophrenic catatonia"	"[X]Schizophrenic catatonia"	NA	"191542003"	"Eu202-3"	"Eu20213"	"schizophrenia"	222
"425671000006115"	"[X]Schizophrenic reaction"	"[X]Schizophrenic reaction"	NA	"278853003"	"Eu232-4"	"Eu23214"	"other psychosis"	102
"425681000006117"	"[X]Schizophreniform disord NOS"	"[X]Schizophreniform disord NOS"	NA	"58214004"	"Eu20y-2"	"Eu20y12"	"schizophrenia"	556
"425691000006119"	"[X]Schizophreniform psychosis, depressive type"	"[X]Schizophreniform psychosis, depressive type"	NA	"84760002"	"Eu251-2"	"Eu25112"	"other psychosis"	552
"425701000006119"	"[X]Schizophreniform psychosis, manic type"	"[X]Schizophreniform psychosis, manic type"	NA	"271428004"	"Eu250-2"	"Eu25012"	"other psychosis"	315
"425711000006116"	"[X]Schizophrenifrm psychos NOS"	"[X]Schizophrenifrm psychos NOS"	NA	"58214004"	"Eu20y-3"	"Eu20y13"	"schizophrenia"	1624
"425731000006110"	"[X]Schizotypal personality disorder"	"[X]Schizotypal personality disorder"	NA	"31027006"	"Eu21-8"	"Eu21.18"	"other psychosis"	1368
"425921000006114"	"[X]Sensitiver Beziehungswahn"	"[X]Sensitiver Beziehungswahn"	NA	"41189006"	"Eu220-4"	"Eu22014"	"other psychosis"	3
"426881000006111"	"[X]Simple schizophrenia"	"[X]Simple schizophrenia"	NA	"191527001"	"Eu206"	"Eu20600"	"schizophrenia"	856
"428451000006119"	"Psychotic symptom present"	"[X]Symptomatic psychosis NOS"	NA	"280427006"	"Eu0z-2"	"Eu0z.12"	"other psychosis"	7415
"456731000006115"	"Acute exacerbation of chronic schizo-affective schizophrenia"	"Acute exacerbation of chronic schizo-affective schizophrenia"	NA	"191572009"	"E1074"	"E107400"	"other psychosis"	131
"456801000006115"	"Acute exacerbation subchronic schizo-affective schizophrenia"	"Acute exacerbation subchronic schizo-affective schizophrenia"	NA	"191571002"	"E1073"	"E107300"	"other psychosis"	53
"492761000000114"	"Bipolar affective disorder resolved"	NA	NA	NA	"212V"	"212V.00"	"bipolar"	1994
"492821000000113"	"Schizophrenia resolved"	NA	NA	NA	"212W"	"212W.00"	"schizophrenia"	1310
"492881000000114"	"Psychosis resolved"	NA	NA	NA	"212X"	"212X.00"	"other psychosis"	4038
"513691000006116"	"Severe manic bipolar I disorder without psychotic features"	"Bipolar affect disord, currently manic, severe, no psychosis"	NA	"162004"	"E1143"	"E114300"	"bipolar"	347
"513701000006116"	"Bipolar affect disord, currently manic,severe with psychosis"	"Bipolar affect disord, currently manic,severe with psychosis"	NA	"191623007"	"E1144"	"E114400"	"bipolar"	2195
"513711000006118"	"Depressed bipolar I disorder in partial remission"	"Bipolar affect disord, now depressed, part/unspec remission"	NA	"49512000"	"E1155"	"E115500"	"bipolar"	636
"513721000006114"	"Bipolar affect disord, now depressed, severe with psychosis"	"Bipolar affect disord, now depressed, severe with psychosis"	NA	"765176007"	"E1154"	"E115400"	"bipolar"	904
"513731000006112"	"Bipolar affect disord, now depressed, severe, no psychosis"	"Bipolar affect disord, now depressed, severe, no psychosis"	NA	"61403008"	"E1153"	"E115300"	"bipolar"	665
"513741000006119"	"Manic bipolar I disorder in partial remission"	"Bipolar affect disord,currently manic, part/unspec remission"	NA	"63249007"	"E1145"	"E114500"	"bipolar"	701
"513751000006117"	"Bipolar affective disorder, current episode depression"	"Bipolar affective disorder, currently depressed"	NA	"191627008"	"E115"	"E115.00"	"bipolar"	12167
"513801000006112"	"Bipolar affective disorder, current episode manic"	"Bipolar affective disorder, currently manic"	NA	"191618007"	"E114"	"E114.00"	"bipolar"	7810
"513811000006110"	"Bipolar affective disorder, currently manic, in full remission"	"Bipolar affective disorder, currently manic, full remission"	NA	"191625000"	"E1146"	"E114600"	"bipolar"	1104
"513861000006113"	"Bipolar affective disorder, currently depressed, in full remission"	"Bipolar affective disorder, now depressed, in full remission"	NA	"191634005"	"E1156"	"E115600"	"bipolar"	1222
"513871000006118"	"Bipolar disorder"	"Bipolar psychoses"	NA	"13746004"	"E11-1"	"E11..11"	"bipolar"	272837
"523481000006114"	"Bouffee delirante"	"Bouffee delirante"	NA	"63204009"	"E133-1"	"E133.11"	"other psychosis"	60
"556631000006116"	"Chronic schizoaffective schizophrenia"	"Chronic schizo-affective schizophrenia"	NA	"191570001"	"E1072"	"E107200"	"other psychosis"	4861
"701051000006118"	"Mixed bipolar affective disorder, partial/unspec remission"	"Mixed bipolar affective disorder, partial/unspec remission"	NA	"760721000000109"	"E1165"	"E116500"	"bipolar"	1015
"701071000006111"	"Mixed bipolar affective disorder, severe"	"Mixed bipolar affective disorder, severe, without psychosis"	NA	"764591000000108"	"E1163"	"E116300"	"bipolar"	524
"789221000006116"	"Hypomanic psychoses"	"Hypomanic psychoses"	NA	"231496004"	"E110-1"	"E110.11"	"bipolar"	7911
"819351000006115"	"Hebephrenic schizophrenia"	"Hebephrenic schizophrenia"	NA	"35252006"	"E101"	"E101.00"	"schizophrenia"	6385
"851691000006114"	"Hypomanic"	"Hypomanic"	"Hypomanic"	"851691000006105"	"EMISQHY1"	NA	"bipolar"	4050
"851701000006114"	"Paranoid"	"Paranoid"	"Paranoid"	"851701000006105"	"EMISQPA1"	NA	"other psychosis"	8046
"853201000006116"	"Obsessional compulsive psychosis"	"Obsessional compulsive psychosis"	"Obsessional compulsive psychosis"	"853201000006100"	"EGTON118"	NA	"other psychosis"	5300
"882281000006113"	"Schizophrenic psychoses NOS"	"Schizophrenic psychoses NOS"	NA	"191526005"	"E10-98"	"E10..98"	"schizophrenia"	2668
"882291000006111"	"Schizophrenic psychoses"	"Schizophrenic psychoses"	NA	"191526005"	"E10-99"	"E10..99"	"schizophrenia"	39613
"882301000006112"	"Acute schizo affective psychosis"	"Acute schizo affective psychosis"	NA	"191567000"	"E107-99"	"E107.99"	"other psychosis"	3146
"882311000006110"	"Manic-depressive psychoses"	"Manic-depressive psychoses"	NA	"13746004"	"E11-99"	"E11..99"	"bipolar"	10305
"882321000006119"	"Mania/hypomania"	"Mania/hypomania"	NA	"268619003"	"E110-99"	"E110.99"	"bipolar"	7731
"882331000006116"	"Paranoia"	"Paranoia"	NA	"191667009"	"E12-99"	"E12..99"	"other psychosis"	1606
