"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Antidiabetic"	"group"	"database"
"81111"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"5501"	"Insuman basal 100iu/ml Injection (Aventis Pharma)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Insulin"	"Insulin"	"Gold"
"11366"	"NovoNorm 2mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Repaglinide"	"2mg"	"Repaglinide"	"Other"	"Gold"
"34504"	"Metformin 500mg tablets (Wockhardt UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"56639"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"67414"	"Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Ypsomed Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"60497"	"Alogliptin 12.5mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Alogliptin/Metformin"	"12.5mg + 1gram"	"Alogliptin/Metformin"	"DPP-4is, Metformin"	"Gold"
"48771"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"79694"	"Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"10unit/1ml + 90unit/1ml"	"Insulin"	"Insulin"	"Gold"
"88758"	"Metformin 500mg tablets (Ipca Laboratories UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"8203"	"Penmix 50/50 100iu/ml Penfill (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Insulin"	"Insulin"	"Gold"
"89656"	"Metformin 500mg modified-release tablets (Brown & Burk UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"63336"	"Trulicity 1.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"3mg/1ml"	"Dulaglutide"	"GLP-1RAs"	"Gold"
"46666"	"NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"76942"	"Needle free Insulin delivery system"	NA	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"19878"	"Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Insulin"	"Insulin"	"Gold"
"91914"	"Sitagliptin 25mg/ml oral solution sugar free (Zentiva Pharma UK Ltd)"	"Oral solution"	"Oral"	"Sitagliptin"	"25mg/1ml"	"Sitagliptin"	"DPP-4is"	"Gold"
"7332"	"Amaryl 1mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Glimepiride"	"1mg"	"Glimepiride"	"Sulfonylureas"	"Gold"
"79127"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Nipro Diagnostics (UK) Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"9105"	"Glucobay 100mg tablets (Bayer Plc)"	"Oral tablet"	"Oral"	"Acarbose"	"100mg"	"Acarbose"	"Other"	"Gold"
"58449"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"3439"	"Penmix 10/90 Pen (Novo Nordisk Ltd)"	"Pen"	NA	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"62951"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"38808"	"NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Silver (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-60 units"	"Insulin"	"Insulin"	"Gold"
"16044"	"Glucophage SR 500mg tablets (Merck Serono Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Metformin"	"Metformin"	"Gold"
"67313"	"NovoRapid 100units/ml solution for injection 10ml vials (Sigma Pharmaceuticals Plc)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Insulin"	"Insulin"	"Gold"
"63474"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Diabetes Care Technology Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"79700"	"Insuman Comb 15 100units/ml suspension for injection 5ml vials (Aventis Pharma)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"85unit/1ml + 15unit/1ml"	"Insulin"	"Insulin"	"Gold"
"47588"	"Insulin 1ml click count"	"Click Count 1 Ml"	NA	"Insulin"	"1ml"	"Insulin"	"Insulin"	"Gold"
"63152"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Insulin"	"Insulin"	"Gold"
"4784"	"Lentard mc 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Insulin"	"Insulin"	"Gold"
