"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"term"	"databaserelease"	"period"
"112101"	"L092.00"	1	0	0	0	"pelvic organ or tissue damage following abortive pregnancy"	"September 2017"	"unspecified"
"114604"	"L300600"	1	0	0	0	"obstructed labour due to shoulder presentation"	"December 2019"	"postnatal"
"113320"	"L267.11"	2	0	0	0	"placental infarct"	"February 2019"	"late pregnancy"
"48304"	"L10z200"	9	0	0	0	"early pregnancy haemorrhage nos - not delivered"	"February 2009"	"unspecified"
"112110"	"L094.00"	1	0	0	0	"metabolic disorder following abortive pregnancy"	"September 2017"	"unspecified"
"58517"	"L244012"	34	0	4	0	"rectocele affecting obstetric care"	"February 2009"	"unspecified"
"13303"	"Q408500"	377	0	1	0	"group b haemolytic streptococcal intra-amniotic infect. nec"	"February 2009"	"late pregnancy"
"66178"	"Z264.11"	4	0	1	0	"condition of amniotic liquor"	"February 2009"	"late pregnancy"
"29087"	"7F25z00"	42	0	3	0	"obstetric monitoring nos"	"February 2009"	"unspecified"
"37693"	"13Hd.00"	513	0	5	0	"teenage pregnancy"	"February 2009"	"unspecified"
"35601"	"7F23z00"	72	0	4	0	"immediate repair of obstetric laceration nos"	"February 2009"	"unspecified"
"27980"	"L166700"	70	0	1	0	"infections of the genital tract in pregnancy"	"February 2009"	"unspecified"
"24006"	"L466100"	23	0	1	0	"galactorrhoea in pregnancy and the puerperium - delivered"	"February 2009"	"postnatal"
"64289"	"L450.00"	70	0	0	0	"obstetric nipple infection"	"February 2009"	"unspecified"
"2638"	"L1...00"	11682	0	1103	5	"pregnancy complications"	"February 2009"	"unspecified"
"116177"	"Q021y11"	1	0	0	0	"fetus or neonate affected by placental damage os"	"November 2022"	"late pregnancy"
"23357"	"7E0B100"	43	0	7	0	"intraamniotic injection of abortifacient nec"	"February 2009"	"late pregnancy"
"99933"	"L092100"	4	0	0	0	"bowel damage following abortive pregnancy"	"June 2010"	"unspecified"
"41122"	"L10zz00"	990	0	11	0	"early pregnancy haemorrhage nos"	"February 2009"	"unspecified"
"112117"	"L096z00"	1	0	0	0	"embolism nos following abortive pregnancy"	"September 2017"	"unspecified"
"13700"	"ZL5D100"	2214	0	3934	0	"referral to obstetrician"	"February 2009"	"unspecified"
"96711"	"Q408200"	4	0	0	0	"eschericha coli intra-amniotic fetal infection"	"April 2009"	"late pregnancy"
"40204"	"444Z.00"	0	0	0	121	"feto/placental hormones nos"	"February 2009"	"late pregnancy"
"112141"	"Lyu0A00"	1	0	0	0	"[x]other complications follow abortn+ectopic+molar pregnancy"	"September 2017"	"unspecified"
"94808"	"Q017600"	1	0	0	0	"fetus or neonate affected by face presentation before labour"	"February 2009"	"postnatal"
"37348"	"Lyu2500"	100	0	1	0	"[x]other specified pregnancy-related conditions"	"February 2009"	"unspecified"
"90885"	"Lyu4900"	1	0	0	0	"[x]labour+delivery complicated by other cord entanglement"	"February 2009"	"postnatal"
"13317"	"27...00"	550110	0	1458	0	"obstetric examination"	"February 2009"	"unspecified"
"96757"	"L411513"	56	0	0	0	"vulval varices in pregnancy"	"April 2009"	"unspecified"
"59634"	"L411512"	39	0	1	0	"vaginal varices in pregnancy"	"February 2009"	"unspecified"
"99237"	"L411511"	2	0	0	0	"perineal varices in pregnancy"	"April 2010"	"unspecified"
"2564"	"7F21000"	3965	0	34	0	"manual removal of placenta from delivered uterus"	"February 2009"	"late pregnancy"
"27451"	"L166000"	127	0	11	2	"genitourinary tract infection in pregnancy unspecified"	"February 2009"	"unspecified"
"110628"	"L43y.11"	1	0	0	0	"fat embolism - obstetric"	"March 2016"	"unspecified"
"110129"	"6556000"	42	18194	0	0	"pertussis vacc in pregnancy given by other healthcre providr"	"September 2015"	"unspecified"
"56310"	"Z25..00"	232	0	1	0	"delivery observations"	"February 2009"	"postnatal"
"63037"	"L420000"	11	0	0	0	"puerperal pyrexia of unknown origin unspecified"	"February 2009"	"postnatal"
"107485"	"Q014000"	3	0	0	0	"fetus or neonate affected by unspecified ectopic pregnancy"	"December 2013"	"unspecified"
"115266"	"L21yz00"	1	0	0	0	"other multiple pregnancy nos"	"January 2021"	"unspecified"
"18258"	"L167.00"	82	0	2	0	"liver disorder in pregnancy"	"February 2009"	"unspecified"
"42015"	"L16y.00"	99	0	0	0	"other pregnancy complications"	"February 2009"	"unspecified"
"113862"	"Lyu4H00"	1	0	0	0	"[x]other infection during labour"	"June 2019"	"postnatal"
"44069"	"L18..00"	36	0	0	0	"other medical condition in pregnancy/childbirth/puerperium"	"February 2009"	"postnatal"
"20809"	"L14..00"	2155	0	72	0	"early or threatened labour"	"February 2009"	"postnatal"
"25028"	"L09z.00"	40	0	0	0	"complication nos following abortion/ectopic/molar pregnancy"	"February 2009"	"unspecified"
"37143"	"7F10000"	60	0	2	0	"forewater rupture of amniotic membrane"	"February 2009"	"late pregnancy"
"15523"	"L40z.00"	632	0	35	0	"major puerperal infection nos"	"February 2009"	"postnatal"
"44734"	"62O8.00"	22	0	0	0	"pregnancy prolonged - 42 weeks"	"February 2009"	"42"
"47918"	"L090300"	54	0	0	0	"salpingitis following abortive pregnancy"	"February 2009"	"unspecified"
"12052"	"Z257.00"	5030	0	1	0	"delivery normal"	"February 2009"	"postnatal"
"4382"	"L42z.00"	362	0	23	0	"puerperal pyrexia nos"	"February 2009"	"postnatal"
"95424"	"7L1dz00"	15	0	0	0	"delivery of chemotherapy for neoplasm nos"	"February 2009"	"postnatal"
"67926"	"ZV28z00"	3239	0	0	0	"[v]unspecified antenatal screening"	"February 2009"	"early pregnancy"
"3088"	"7F11.00"	3248	0	168	0	"other induction of labour"	"February 2009"	"postnatal"
"107037"	"Lyu4C00"	2	0	0	0	"[x]other specified obstetric trauma"	"October 2013"	"unspecified"
"98261"	"7F27y00"	3	0	0	0	"os non routine obstetric scan for fetal observations"	"December 2009"	"unspecified"
"115701"	"L432400"	1	0	0	0	"obstetric blood-clot pulmonary embolism + p/n complication"	"July 2021"	"unspecified"
"41588"	"L112200"	6	0	1	0	"placental abruption - not delivered"	"February 2009"	"late pregnancy"
"16613"	"584C.00"	899	0	189	6468	"antenatal ultrasound result received"	"February 2009"	"early pregnancy"
"34046"	"7F2..00"	73	0	0	0	"other obstetric operations"	"February 2009"	"unspecified"
"23831"	"ZV22y00"	177	0	3	0	"[v]other specified pregnant state"	"February 2009"	"early pregnancy"
"60507"	"L35z000"	1	0	0	0	"obstetric trauma nos, unspecified"	"February 2009"	"unspecified"
"108764"	"L29y.00"	2	0	0	0	"other problems affecting labour"	"October 2014"	"postnatal"
"23525"	"L141.00"	578	0	208	0	"other threatened labour"	"February 2009"	"postnatal"
"114125"	"L353100"	2	0	0	0	"obstetric laceration of cervix - delivered"	"August 2019"	"unspecified"
"41587"	"L210z00"	429	0	1	0	"twin pregnancy nos"	"February 2009"	"unspecified"
"11152"	"L....00"	8549	0	716	3	"complications of pregnancy, childbirth and the puerperium"	"February 2009"	"postnatal"
"24063"	"62O7.00"	119	0	6	0	"pregnancy prolonged - 41 weeks"	"February 2009"	"41"
"24407"	"L42..00"	164	0	8	0	"puerperal pyrexia of unknown origin"	"February 2009"	"postnatal"
"63644"	"L181z00"	8	0	0	0	"thyroid dysfunction in pregnancy/childbirth/puerperium nos"	"February 2009"	"postnatal"
"113576"	"L186100"	1	0	0	0	"other cardiovascular disease in pregnancy - baby delivered"	"April 2019"	"unspecified"
"96004"	"L183z00"	3	0	0	0	"drug dependence during pregnancy/childbirth/puerperium nos"	"February 2009"	"postnatal"
"44650"	"L0y..00"	44	0	0	0	"other specified pregnancy with abortive outcome"	"February 2009"	"unspecified"
"61284"	"L210200"	55	0	0	0	"twin pregnancy with antenatal problem"	"February 2009"	"early pregnancy"
"85182"	"L113000"	18	0	0	0	"antepartum haemorrhage with coagulation defect unspecified"	"February 2009"	"late pregnancy"
"112118"	"L09y000"	1	0	0	0	"acute liver necrosis following abortive pregnancy"	"September 2017"	"unspecified"
"54288"	"Z22D311"	66	0	2	0	"query viability of pregnancy"	"February 2009"	"unspecified"
"1771"	"L182.00"	48453	0	209	34	"anaemia during pregnancy, childbirth and the puerperium"	"February 2009"	"postnatal"
"56727"	"5392.00"	1	0	0	32	"obstetric x-ray - placenta"	"February 2009"	"late pregnancy"
"105778"	"14Og.00"	142	0	2	0	"at risk of unwanted pregnancy"	"February 2013"	"unspecified"
"34981"	"7F10z00"	543	0	51	0	"surgical induction of labour nos"	"February 2009"	"postnatal"
"13164"	"62BZ.00"	3638	0	325	0	"delivery booking - place nos"	"February 2009"	"postnatal"
"56246"	"L394z00"	4	0	0	0	"other complications of obstetric procedures nos"	"February 2009"	"unspecified"
"51177"	"L5...00"	144	0	2	0	"maternal care for fetus"	"February 2009"	"unspecified"
"61212"	"L34y.00"	44	0	0	0	"other vulval and perineal trauma during delivery"	"February 2009"	"postnatal"
"64395"	"Z255D00"	1	0	0	0	"ability to push in labour"	"February 2009"	"postnatal"
"20055"	"L351100"	63	0	2	0	"rupture of uterus during and after labour - delivered"	"February 2009"	"postnatal"
"61077"	"7F16200"	48	0	0	0	"mid forceps cephalic delivery with rotation"	"February 2009"	"postnatal"
"54623"	"L441200"	4	0	0	0	"caesarean wound disruption with postnatal complication"	"February 2009"	"postnatal"
"69250"	"L169000"	3	0	0	0	"herpes gestationis unspecified"	"February 2009"	"unspecified"
"44173"	"5391.00"	0	0	1	439	"obstetric x-ray - fetus"	"February 2009"	"unspecified"
"57984"	"4445000"	1	0	1	2	"placental function test normal"	"February 2009"	"late pregnancy"
"89564"	"7F22111"	6	0	0	0	"brandt-andrews expression of placenta"	"February 2009"	"late pregnancy"
"70850"	"Q212100"	3	0	0	0	"liveborn with prelabour hypoxia"	"February 2009"	"postnatal"
"36640"	"L265300"	58	0	3	0	"maternal care for poor fetal growth"	"February 2009"	"unspecified"
"113420"	"L114000"	2	0	0	0	"antepartum haemorrhage with trauma unspecified"	"March 2019"	"late pregnancy"
"34938"	"L212.00"	52	0	1	0	"quadruplet pregnancy"	"February 2009"	"unspecified"
"59623"	"L35..00"	77	0	0	0	"other obstetric trauma"	"February 2009"	"unspecified"
"5866"	"7F1..00"	4950	0	12	2	"induction and delivery operations"	"February 2009"	"postnatal"
"65940"	"7F16500"	11	0	0	0	"trial of forceps delivery"	"February 2009"	"postnatal"
"16424"	"L451.11"	1574	0	11	0	"purulent mastitis - obstetric"	"February 2009"	"unspecified"
"23372"	"L295.00"	42	0	15	1	"elderly primigravida"	"February 2009"	"unspecified"
"23642"	"Eu53z00"	287	0	1	0	"[x]puerperal mental disorder, unspecified"	"February 2009"	"postnatal"
"103105"	"L293.00"	11	0	0	0	"septicaemia during labour"	"October 2011"	"postnatal"
"102494"	"8Hh3.00"	177	0	14	0	"self referral to termination of pregnancy service"	"June 2011"	"unspecified"
"1686"	"7E08600"	541962	0	18887	1	"termination of pregnancy nec"	"February 2009"	"unspecified"
"70214"	"L21z100"	4	0	0	0	"multiple pregnancy nos - delivered"	"February 2009"	"unspecified"
"62654"	"4H72.00"	1	0	0	2	"amniotic fetal cell abnormal"	"February 2009"	"late pregnancy"
"28156"	"L130z00"	321	0	1	0	"mild hyperemesis gravidarum nos"	"February 2009"	"early pregnancy"
"114044"	"L267000"	3	0	0	0	"other placental conditions unspecified"	"July 2019"	"late pregnancy"
"52679"	"L417.00"	50	0	0	0	"obstetric cerebral venous thrombosis"	"February 2009"	"unspecified"
"23667"	"L413.00"	382	0	4	0	"antenatal deep vein thrombosis"	"February 2009"	"early pregnancy"
"40683"	"Z28..11"	20	0	0	0	"pelvic assessment - childbirth"	"February 2009"	"postnatal"
"53683"	"L452300"	3	0	0	0	"obstetric nonpurulent mastitis with antenatal complication"	"February 2009"	"early pregnancy"
"20358"	"L130000"	3006	0	24	0	"mild hyperemesis unspecified"	"February 2009"	"early pregnancy"
"108450"	"L267900"	11	0	0	0	"morbidly adherent placenta"	"August 2014"	"late pregnancy"
"97398"	"68b7.00"	9	0	0	0	"antenatal screening not indicated for partner"	"August 2009"	"early pregnancy"
"19608"	"L340z00"	274	0	1	0	"first degree perineal tear during delivery nos"	"February 2009"	"postnatal"
"23751"	"L266.00"	101	0	6	0	"large-for-dates fetus in pregnancy"	"February 2009"	"unspecified"
"112407"	"Q023z00"	1	0	0	0	"fetus/neonate affected by placental transfusion syndrome nos"	"December 2017"	"late pregnancy"
"68834"	"4JL3.00"	1	0	0	3	"amniotic fluid for organism"	"February 2009"	"late pregnancy"
"13039"	"L383.00"	19	0	1	0	"obstetric toxic reaction to local anaesthesia"	"February 2009"	"unspecified"
"39359"	"L385.00"	51	0	0	0	"failed or difficult intubation during pregnancy"	"February 2009"	"unspecified"
"112129"	"L172100"	2	0	0	0	"other maternal venereal disease during pregnancy- baby deliv"	"September 2017"	"unspecified"
"90329"	"L416z00"	21	0	0	0	"haemorrhoids in pregnancy and the puerperium nos"	"February 2009"	"postnatal"
"41050"	"Z2...00"	339	0	3	0	"pregnancy, childbirth and puerperium observations"	"February 2009"	"postnatal"
"20907"	"L244011"	78	0	3	0	"cystocele affecting obstetric care"	"February 2009"	"unspecified"
"112572"	"L355200"	2	0	0	0	"other obstetric pelvic organ damage with postnatal problem"	"April 2018"	"postnatal"
"64500"	"L183.11"	2	0	0	0	"pregnancy and drug dependence"	"February 2009"	"unspecified"
"104764"	"L236200"	1	0	0	0	"hydrocephalic disproportion with antenatal problem"	"August 2012"	"early pregnancy"
"41108"	"L45z000"	5	0	0	0	"obstetric breast infection nos, unspecified"	"February 2009"	"unspecified"
"34265"	"L16C000"	99	0	0	0	"gestational proteinuria"	"February 2009"	"unspecified"
"73917"	"L10y200"	9	0	0	0	"other haemorrhage in early pregnancy - not delivered"	"February 2009"	"unspecified"
"47779"	"4443000"	47	0	0	0	"human placental lactogen level normal"	"February 2009"	"late pregnancy"
"112341"	"4H11.00"	0	0	0	1	"amniotic fluid sent for exam."	"November 2017"	"late pregnancy"
"63287"	"Z24..00"	795	0	1	0	"labour observations"	"February 2009"	"postnatal"
"109788"	"9mL2.00"	22	0	0	0	"postnatal examination first invitation"	"June 2015"	"postnatal"
"46514"	"L263700"	16	0	3	0	"maternal care for fetal hypoxia"	"February 2009"	"unspecified"
"23670"	"Q111.00"	1710	0	2	0	"premature - weight 1000g-2499g or gestation of 28-37weeks"	"February 2009"	"unspecified"
"83541"	"Z243500"	1	0	0	0	"normal length of first stage of labour"	"February 2009"	"postnatal"
"39550"	"L244z11"	48	0	3	0	"cystocele in pregnancy, childbirth or the puerperium nos"	"February 2009"	"postnatal"
"64147"	"L244z12"	16	0	0	0	"rectocele in pregnancy, childbirth or the puerperium nos"	"February 2009"	"postnatal"
"55229"	"K31y300"	10	0	0	0	"breast subinvolution, postpartum"	"February 2009"	"postnatal"
"104214"	"68b8.00"	15	0	0	0	"antenatal screening for partner required"	"June 2012"	"early pregnancy"
"255"	"L05..12"	392727	0	21594	60	"termination of pregnancy"	"February 2009"	"unspecified"
"60330"	"L19..00"	11	0	0	0	"complications specific to multiple gestation"	"February 2009"	"unspecified"
"62117"	"7G1L000"	1	0	0	0	"allograft of amniotic membrane to head or neck"	"February 2009"	"late pregnancy"
"112358"	"L414100"	2	0	0	0	"postnatal deep vein thrombosis - delivered with p/n comp"	"December 2017"	"postnatal"
"49302"	"Z243100"	5	0	0	0	"first stage of labour established"	"February 2009"	"postnatal"
"26286"	"L18A000"	3030	0	40	0	"cholestasis of pregnancy"	"February 2009"	"unspecified"
"52875"	"L398000"	801	0	4	0	"caesarean delivery unspecified"	"February 2009"	"postnatal"
"15297"	"L461400"	99	0	2	0	"cracked nipple in pregnancy/puerperium/lactation + p/n comp"	"February 2009"	"postnatal"
"15433"	"L21..00"	640	0	22	0	"multiple pregnancy"	"February 2009"	"unspecified"
"20439"	"L123.00"	2414	0	0	0	"transient hypertension of pregnancy"	"February 2009"	"unspecified"
"16775"	"L16E.00"	3258	0	64	0	"pregnancy pruritus"	"February 2009"	"unspecified"
"112107"	"L093200"	1	0	0	0	"renal shutdown following abortive pregnancy"	"September 2017"	"unspecified"
"19356"	"634..11"	8121	0	15	0	"delivery - sex of baby"	"February 2009"	"postnatal"
"4607"	"L414.00"	412	0	4	0	"postnatal deep vein thrombosis"	"February 2009"	"postnatal"
"53921"	"L161000"	25	0	0	0	"oedema or excessive weight gain in pregnancy, unspecified"	"February 2009"	"unspecified"
"83535"	"Lyu5000"	116	0	0	0	"[x]other single spontaneous delivery"	"February 2009"	"postnatal"
"47231"	"7F22700"	49	0	8	0	"pack to control postnatal vaginal bleeding"	"February 2009"	"postnatal"
"13584"	"3885.00"	50117	0	37	1	"edinburgh postnatal depression scale"	"February 2009"	"postnatal"
"44770"	"L191.00"	9	0	0	0	"continuing pregnancy after abortion of one fetus or more"	"February 2009"	"unspecified"
"111754"	"4H1Z.00"	0	0	0	2	"amniotic fluid exam. gen. nos"	"April 2017"	"late pregnancy"
"37864"	"L11zz00"	400	0	5	0	"antepartum haemorrhage nos"	"February 2009"	"late pregnancy"
"73717"	"L463300"	1	0	0	0	"other breast disorder in pregnancy/puerperium/lact +a/n comp"	"February 2009"	"postnatal"
"56967"	"9NV1.00"	4311	0	1	0	"antenatal clinic"	"February 2009"	"early pregnancy"
"102027"	"L35yz00"	3	0	0	0	"other obstetric trauma nos"	"April 2011"	"unspecified"
"112109"	"L093z00"	1	0	0	0	"renal failure nos following abortive pregnancy"	"September 2017"	"unspecified"
"29205"	"4453.00"	174	0	25	1308	"serum pregnancy test positive"	"February 2009"	"early pregnancy"
"34210"	"L240011"	35	0	2	0	"bicornuate uterus affecting obstetric care"	"February 2009"	"unspecified"
"101964"	"4H2Z.00"	0	0	0	1	"amniotic fluid appearance nos"	"March 2011"	"late pregnancy"
"115816"	"67AG.00"	1	0	0	0	"education about listeria precautions during pregnancy"	"October 2021"	"unspecified"
"106065"	"Lyu3500"	1	0	0	0	"[x]maternal care for other abnormalities of pelvic organs"	"May 2013"	"unspecified"
"44482"	"L451z00"	94	0	1	0	"obstetric breast abscess nos"	"February 2009"	"unspecified"
"50516"	"7F24000"	45	0	1	0	"secondary repair of obstetric laceration"	"February 2009"	"unspecified"
"46577"	"66AX.00"	99	0	16	0	"diabetes: shared care in pregnancy - diabetol and obstet"	"February 2009"	"unspecified"
"14762"	"L11..00"	1613	0	44	0	"antepartum haemorrhage, abruptio placentae, placenta praevia"	"February 2009"	"late pregnancy"
"98264"	"L165200"	1	0	0	0	"asymptomatic bacteriuria in pregnancy - del with p/n comp"	"December 2009"	"unspecified"
"96683"	"L363z00"	2	0	0	0	"postpartum coagulation defects nos"	"April 2009"	"postnatal"
"96416"	"L284z00"	4	0	0	0	"amniotic cavity infection nos"	"April 2009"	"late pregnancy"
"73455"	"Q015200"	7	0	0	0	"fetus or neonate affected by triplet pregnancy"	"February 2009"	"unspecified"
"17947"	"62a..00"	2680	0	7	0	"pregnancy review"	"February 2009"	"unspecified"
"85951"	"7F28z00"	6	0	0	0	"other non routine obstetric scan nos"	"February 2009"	"unspecified"
"46807"	"R13z000"	10	0	1	0	"[d]placental imaging abnormal"	"February 2009"	"late pregnancy"
"12773"	"6G...00"	44697	0	177	8	"postnatal care"	"February 2009"	"postnatal"
"41625"	"L13yz00"	59	0	0	0	"other pregnancy vomiting nos"	"February 2009"	"unspecified"
"60345"	"M240500"	42	0	0	0	"alopecia of pregnancy"	"February 2009"	"unspecified"
"16321"	"L360.00"	578	0	16	0	"third-stage postpartum haemorrhage"	"February 2009"	"postnatal"
"34086"	"7Fz..00"	56	0	3	0	"obstetric operations nos"	"February 2009"	"unspecified"
"47625"	"Z22C200"	32	0	0	0	"estimated date of delivery from last normal period"	"February 2009"	"postnatal"
"33632"	"7F11200"	159	0	0	0	"syntocinon induction of labour"	"February 2009"	"postnatal"
"93041"	"Z246700"	4	0	0	0	"onset of second stage of labour"	"February 2009"	"postnatal"
"63905"	"Lyu3A00"	0	0	0	0	"[x]maternal care/known or suspected fetal problem,unspecifd"	"February 2009"	"unspecified"
"35926"	"K54y300"	7	0	0	0	"old uterine laceration due to obstetric cause"	"February 2009"	"unspecified"
"17744"	"7F13100"	24943	0	60	0	"lower uterine segment caesarean delivery nec"	"February 2009"	"postnatal"
"64692"	"L141z00"	9	0	0	0	"other threatened labour nos"	"February 2009"	"postnatal"
