"prodcode"	"therapyevents"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnftext"	"Antihypertensives"
"34280"	128	"Co-amilofruse 2.5mg/20mg tablets (Sandoz Ltd)"	"Amiloride"	"2.5mg + 20mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Amiloride"
"27689"	10957	"Bendroflumethiazide 2.5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Bendroflumethiazide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Bendroflumethiazide"
"2592"	46295	"Viazem XL 120mg capsules (Thornton & Ross Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"65985"	0	"Lisinopril 2.5mg tablets (DE Pharmaceuticals)"	"Lisinopril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"17557"	13168	"Felotens XL 5mg tablets (Thornton & Ross Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"29529"	21	"Hydroflumethiazide with spironolactone 25mg+25mg Tablet"	"Spironolactone"	"25mg+25mg"	"Tablet"	"Oral"	"Thiazides And Related Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"Spironolactone"
"38395"	3335	"Valsartan 80mg tablets"	"Valsartan"	"80mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"69108"	0	"Adizem-XL 300mg capsules (Lexon (UK) Ltd)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"65416"	0	"Lisinopril 5mg tablets (Lupin Healthcare (UK) Ltd)"	"Lisinopril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"8023"	21458	"Sectral 400mg tablets (Neon Healthcare Ltd)"	"Acebutolol"	"400mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Acebutolol"
"13871"	11256	"Co-prenozide 160mg/0.25mg modified-release tablets"	"Cyclopenthiazide"	"160mg + 250microgram"	"Modified-release tablet"	"Oral"	"Unknown"	"Cyclopenthiazide"
"47804"	13	"Co-triamterzide 50mg/25mg tablets (A A H Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Triamterene"	"25mg + 50mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics With Other Diuretics"	"Hydrochlorothiazide/Triamterene"
"84058"	2	"Valsartan 160mg/5ml oral suspension"	"Valsartan"	"32mg/1ml"	"Oral suspension"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"41522"	1129	"Lisopress 20mg tablets (Teva UK Ltd)"	"Lisinopril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"24632"	447	"Hydrochlorothiazide with losartan 25mg with 100mg Tablet"	"Hydrochlorothiazide/Losartan"	"25mg + 100mg"	"Tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists"	"Hydrochlorothiazide/Losartan"
"5326"	15500	"Diltiazem 24hr 300mg modified-release capsules"	"Diltiazem"	"300mg"	"24 Hour Modified Release Capsules"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"43566"	118	"Lisinopril 2.5mg tablets (Sandoz Ltd)"	"Lisinopril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"4308"	37110	"Dilzem sr 90mg Capsule (Elan Pharma)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"34214"	20	"Propranolol 160mg tablets (Accord-UK Ltd)"	"Propranolol"	"160mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"14892"	2924	"Anoheal 2% Cream (S.L.A. Pharma (UK) Ltd)"	"Diltiazem"	"20mg/1gram"	"Cream"	"Route of administration not applicable"	"Anal Fissure Management"	"Diltiazem"
"17448"	396	"Nifedipress mr 10mg Modified-release tablet (Sterwin Medicines)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"33932"	18	"Parmid XL 5mg tablets (Sandoz Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"54620"	0	"Ramipril 2.5mg capsules (Sigma Pharmaceuticals Plc)"	"Ramipril"	"2.5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"58108"	0	"Irbesartan 150mg tablets (A A H Pharmaceuticals Ltd)"	"Irbesartan"	"150mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Irbesartan"
"89631"	5	"Vericiguat 2.5mg tablets"	"Vericiguat"	"2.5mg"	"Oral tablet"	"Oral"	"Hypertension Or Heart Failure Products"	"Vericiguat"
"91939"	2	"Bimiduo 0.3mg/ml / 5mg/ml eye drops preservative free (Scope Ophthalmics Ltd)"	"Timolol"	"5mg/1ml + 300microgram/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)/Prostaglandin Analogues (In Glaucoma)"	"Timolol"
"40256"	514	"Baratol 25mg tablets (Amdipharm Plc)"	"Indoramin"	"25mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Indoramin"
"84501"	311	"Amlodipine 5mg tablets (Sterwin Medicines)"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"75409"	35	"Valsartan 80mg capsules (Teva UK Ltd)"	"Valsartan"	"80mg"	"Oral capsule"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"62513"	11	"Methyldopa 250mg tablets (Sovereign Medical Ltd)"	"Methyldopa"	"250mg"	"Oral tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Methyldopa"
"68429"	10	"Diltiazem 120mg modified-release capsules (Ethigen Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"83557"	16	"Amiloride Hcl oral solution"	"Amiloride"	NA	"Oral solution"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Amiloride"
"2348"	1312	"Hytrin bph 10mg Tablet (Amdipharm Plc)"	"Terazosin"	"10mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Terazosin"
"54654"	144	"Amlodipine 10mg tablets (Almus Pharmaceuticals Ltd)"	"Amlodipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"70370"	14	"Eplerenone 25mg tablets (Actavis UK Ltd)"	"Eplerenone"	"25mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Eplerenone"
"76100"	0	"Lisinopril 5mg tablets (Kent Pharma (UK) Ltd)"	"Lisinopril"	"5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"36840"	11	"Iloprost 10micrograms/1ml nebuliser liquid ampoules"	"Iloprost"	"10microgram/1ml"	"Nebuliser liquid"	"Inhalation"	"Vasodilator Antihypertensive Products"	"Iloprost"
"8213"	64860	"Nifedipine 24 20mg Modified-release tablet"	"Nifedipine"	"20mg"	"Modified-Release Tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"41740"	67	"Celiprolol 200mg tablets (Teva UK Ltd)"	"Celiprolol"	"200mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Celiprolol"
"89179"	16	"Zeyam 60mg modified-release tablets (Ennogen Healthcare International Ltd)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"3370"	22996	"Dilzem xl mr 120mg Modified-release capsule (Elan Pharma)"	"Diltiazem"	"120mg"	"Modified-Release Capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"2927"	60623	"PERINDOPRIL/TERT-BUTYLAMINE 2 MG TAB"	"Perindopril"	NA	"Tablet"	"Oral"	"Unknown"	"Perindopril"
"37087"	3124	"Enalapril 5mg/5ml oral suspension"	"Enalapril"	"1mg/1ml"	"Oral suspension"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"88815"	0	"Propranolol 10mg tablets (Milpharm Ltd)"	"Propranolol"	"10mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"33602"	5	"Slo-Pro 160mg capsules (Viatris UK Healthcare Ltd)"	"Propranolol"	"160mg"	"Modified-release capsule"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"60007"	0	"Generic Sevikar HCT 40mg/10mg/12.5mg tablets"	"Amlodipine/Hydrochlorothiazide/Olmesartan"	"12.5mg + 40mg + 10mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Amlodipine/Hydrochlorothiazide/Olmesartan"
"33659"	3	"Hydrochlorothiazide with metoprolol tartrate 25mg with 200mg Modified-release tablet"	"Hydrochlorothiazide/Metoprolol"	"25mg + 200mg"	"Modified-Release Tablet"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Hydrochlorothiazide/Metoprolol"
"16328"	6360	"Verapress MR 240mg tablets (Dexcel-Pharma Ltd)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"60744"	322	"Perindopril erbumine 8mg / Amlodipine 5mg tablets"	"Amlodipine/Perindopril"	"8mg + 5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)/Calcium-Channel Blockers"	"Amlodipine/Perindopril"
"30039"	73	"Tensopril 25mg tablets (Teva UK Ltd)"	"Captopril"	"25mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Captopril"
"9783"	701599	"Co-tenidone 50mg/12.5mg tablets"	"Chlortalidone/Atenolol"	"12.5mg + 50mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Chlortalidone/Atenolol"
"89091"	0	"Amlodipine 5mg tablets (Ipca Laboratories UK Ltd)"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"25505"	48	"Spiro-co 50mg+50mg Tablet (IVAX Pharmaceuticals UK Ltd)"	"Spironolactone"	"50mg + 50mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"Spironolactone"
"8945"	77865	"Univer 240mg modified-release capsules (Teva UK Ltd)"	"Verapamil"	"240mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"46937"	256	"Diltiazem 60mg modified-release tablets (Accord-UK Ltd)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"6261"	4544	"Tritace 1.25mg tablets (Sanofi)"	"Ramipril"	"1.25mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"41979"	18	"Adipine la 30mg Modified-release tablet (Chiesi Ltd)"	"Nifedipine"	"30mg"	"Modified-Release Tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"48457"	784	"Diltiazem 90mg modified-release capsules (Alliance Healthcare (Distribution) Ltd)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"66548"	1	"Atenolol 50mg tablets (DE Pharmaceuticals)"	"Atenolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"5158"	552878	"Lacidipine 2mg tablets"	"Lacidipine"	"2mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lacidipine"
"29634"	2702	"Olmetec Plus 20mg/12.5mg tablets (Daiichi Sankyo UK Ltd)"	"Hydrochlorothiazide/Olmesartan"	"12.5mg + 20mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists"	"Hydrochlorothiazide/Olmesartan"
"35789"	4	"Spironolactone 25mg Tablet (Celltech Pharma Europe Ltd)"	"Spironolactone"	"25mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"34712"	0	"Enalapril 20mg tablets (Kent Pharma (UK) Ltd)"	"Enalapril"	"20mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"7620"	33331	"Acebutolol 400mg tablets"	"Acebutolol"	"400mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Acebutolol"
"54643"	0	"Metolazone Oral solution"	"Metolazone"	NA	"Oral Solution"	"Oral"	"Thiazides And Related Diuretics"	"Metolazone"
"57534"	73	"Timoptol 0.5% eye drops (Sigma Pharmaceuticals Plc)"	"Timolol"	"5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"25487"	294	"Cascor 2mg tablets (Sun Pharma UK Ltd)"	"Doxazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Drugs For Genito-Urinary Disorders"	"Doxazosin"
"82586"	42	"Cardene 20mg capsules (Dowelhurst Ltd)"	"Nicardipine"	"20mg"	"Oral capsule"	"Oral"	"Calcium-Channel Blockers"	"Nicardipine"
"76920"	0	"Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Tillomed Laboratories Ltd)"	"Enalapril/Hydrochlorothiazide"	"20mg + 12.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril/Hydrochlorothiazide"
"75021"	0	"Perindopril erbumine 4mg tablets (Sun Pharma UK Ltd)"	"Perindopril"	"4mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"35380"	38	"Hydrochlorothiazide with olmesartan medoxomil 12.5mg with 20mg tablet"	"Hydrochlorothiazide/Olmesartan"	"12.5mg + 20mg"	"Tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-II Receptor Antagonists"	"Hydrochlorothiazide/Olmesartan"
"42912"	15	"Nifedipine 10mg capsules (Teva UK Ltd)"	"Nifedipine"	"10mg"	"Oral capsule"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"13317"	2	"Apresoline 20mg powder for solution for injection ampoules (Advanz Pharma)"	"Hydralazine"	"20mg"	"Powder for solution for injection"	"Intravenous"	"Vasodilator Antihypertensive Products"	"Hydralazine"
"90690"	0	"Propranolol 80mg tablets (Bristol Laboratories Ltd)"	"Propranolol"	"80mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"59695"	0	"Atenolol 50mg tablets (Boston Healthcare Ltd)"	"Atenolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"82481"	183	"Aldactone 100mg tablets (Waymade Healthcare Plc)"	"Spironolactone"	"100mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"19182"	5414	"Atenolol 50mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Atenolol"	"50mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"48282"	2847	"Diltiazem 90mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"86596"	0	"Atenolol 25mg tablets (Ipca Laboratories UK Ltd)"	"Atenolol"	"25mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Atenolol"
"14861"	3653	"Calchan MR 10 tablets (Sun Pharma UK Ltd)"	"Nifedipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"19193"	672	"Doxazosin 2mg tablets (Teva UK Ltd)"	"Doxazosin"	"2mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Doxazosin"
"65094"	60	"Losartan 50mg tablets (Sandoz Ltd)"	"Losartan"	"50mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"70918"	7	"Eplerenone 25mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Eplerenone"	"25mg"	"Oral tablet"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Eplerenone"
"91222"	54	"Spironolactone 50mg/5ml oral solution sugar free"	"Spironolactone"	"10mg/1ml"	"Oral solution"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"85415"	0	"Azarga 10mg/ml / 5mg/ml eye drops (CST Pharma Ltd)"	"Timolol"	"5mg/1ml + 10mg/1ml"	"Eye drops"	"Ocular"	"Carbonic Anhydrase Inhibitors And Systemic Drugs (In Glaucoma)"	"Timolol"
"34607"	238	"Nifedipine 5mg capsules (IVAX Pharmaceuticals UK Ltd)"	"Nifedipine"	"5mg"	"Oral capsule"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"24520"	3	"HYDROCHLOROTHIAZIDE /METOPROLOL TARTRATE 25 MG TAB"	"Hydrochlorothiazide/Metoprolol"	NA	"Tablet"	"Oral"	"Unknown"	"Hydrochlorothiazide/Metoprolol"
"47529"	316	"Nifedipine 20mg/ml oral drops"	"Nifedipine"	"20mg/1ml"	"Oral drops"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"79006"	0	"Perindopril erbumine 4mg tablets (Somex Pharma)"	"Perindopril"	"4mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"63515"	927	"Amlodipine 10mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Amlodipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"59264"	0	"Securon SR 240mg tablets (DE Pharmaceuticals)"	"Verapamil"	"240mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Verapamil"
"44859"	1728	"Felodipine sr 5mg Tablet (Approved Prescription Services Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"43753"	507794	"Adalat LA 30mg tablets (Bayer Plc)"	"Nifedipine"	"30mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"20426"	213	"Centyl k 2.5mg+7.7mmol Tablet (Edwin Burgess Ltd)"	"Bendroflumethiazide"	"2.5mg + 573mg"	"Modified-release tablet"	"Oral"	"Diuretics With Potassium"	"Bendroflumethiazide"
"38831"	75839	"Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"43453"	36	"Timolol 0.50% Eye drops (Sandoz Ltd)"	"Timolol"	"5mg/1ml"	"Eye drops"	"Ocular"	"Beta-Blockers (In Glaucoma)"	"Timolol"
"39914"	1656	"Amlodipine 5mg tablets (Teva UK Ltd)"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"749"	24643663	"Amlodipine 5mg tablets"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"633"	242389	"Fosinopril 10mg tablets"	"Fosinopril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Fosinopril"
"43813"	220	"Perindopril erbumine 2mg tablets (Actavis UK Ltd)"	"Perindopril"	"2mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Perindopril"
"23131"	7	"Bendroflumethiazide 5mg with Propanolol 160mg modified-release capsules"	"Bendroflumethiazide/Propranolol"	"5mg + 160mg"	"Modified Release Capsules"	"Oral"	"Thiazides And Related Diuretics/Beta-Adrenoceptor Blockers"	"Bendroflumethiazide/Propranolol"
"64877"	11	"Enalapril 2.5mg tablets (Dexcel-Pharma Ltd)"	"Enalapril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Enalapril"
"6364"	10725	"Tritace 2.5mg tablets (Sanofi)"	"Ramipril"	"2.5mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"35646"	90	"Neozipine XL 60mg tablets (Kent Pharma (UK) Ltd)"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"6815"	9589	"Spironolactone 50mg/5ml oral suspension sugar free"	"Spironolactone"	"50mg/5ml"	"Suspension Sugar-Free"	"Oral"	"Potassium-Sparing Diuretics And Aldosterone Antagonists"	"Spironolactone"
"27946"	253	"Nadolol 80mg / Bendroflumethiazide 5mg tablets"	"Bendroflumethiazide/Nadolol"	"5mg + 80mg"	"Oral tablet"	"Oral"	"Unknown"	"Bendroflumethiazide/Nadolol"
"38434"	6	"Keloc SR 10mg tablets (Teva UK Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Felodipine"
"61985"	18	"Ramipril 1.25mg tablets (Teva UK Ltd)"	"Ramipril"	"1.25mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"29560"	115	"Bosentan 62.5mg tablets"	"Bosentan"	"62.5mg"	"Oral tablet"	"Oral"	"Vasodilator Antihypertensive Products"	"Bosentan"
"297"	3039884	"Propranolol 10mg tablets"	"Propranolol"	"10mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers/Prophylaxis Of Migraine/Drugs For Essential Tremor, Chorea, Tics, And Related Disorders/Antithyroid Products"	"Propranolol"
"37710"	36	"Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd)"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Hydrochlorothiazide/Lisinopril"
"39298"	475	"Bi-Carzem SR 90mg capsules (Tillomed Laboratories Ltd)"	"Diltiazem"	"90mg"	"Modified-release capsule"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"88932"	1	"Chlorothiazide 40mg/5ml oral solution"	"Chlorothiazide"	"8mg/1ml"	"Oral solution"	"Oral"	"Thiazides And Related Diuretics"	"Chlorothiazide"
"1995"	168915	"Diltiazem 12hr 120mg modified-release capsules"	"Diltiazem"	"120mg"	"12 Hour Modified Release Capsules"	"Oral"	"Calcium-Channel Blockers"	"Diltiazem"
"75260"	60	"Zaroxolyn 2.5mg tablets (Imported (Canada))"	"Metolazone"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Metolazone"
"7618"	46433	"Xipamide 20mg tablets"	"Xipamide"	"20mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Xipamide"
"91417"	0	"Ramipril 5mg capsules (Medihealth (Northern) Ltd)"	"Ramipril"	"5mg"	"Oral capsule"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Ramipril"
"8033"	15718	"Aldomet 125mg Tablet (Merck Sharp & Dohme Ltd)"	"Methyldopa"	"125mg"	"Oral tablet"	"Oral"	"Centrally Acting Antihypertensive Products"	"Methyldopa"
"85331"	0	"Valsartan 80mg capsules (Viatris UK Healthcare Ltd)"	"Valsartan"	"80mg"	"Oral capsule"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Valsartan"
"8935"	9656	"Nadolol 40mg tablets"	"Nadolol"	"40mg"	"Oral tablet"	"Oral"	"Beta-Adrenoceptor Blockers"	"Nadolol"
"87573"	0	"Indapamide 2.5mg tablets (Accord-UK Ltd)"	"Indapamide"	"2.5mg"	"Oral tablet"	"Oral"	"Thiazides And Related Diuretics"	"Indapamide"
"65970"	24	"Nifedipine 2% ointment"	"Nifedipine"	"20mg/1gram"	"Rectal ointment"	"Rectal"	"Anal Fissure Management"	"Nifedipine"
"82267"	1	"Amlodipine 50mg/5ml oral solution"	"Amlodipine"	"10mg/1ml"	"Oral solution"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"8198"	10984	"Hypovase 5mg Tablet (Pfizer Ltd)"	"Prazosin"	"5mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"Prazosin"
"90587"	0	"Lisinopril 10mg tablets (Medreich Plc)"	"Lisinopril"	"10mg"	"Oral tablet"	"Oral"	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"Lisinopril"
"71339"	1127	"Adalat LA 30 tablets (Dowelhurst Ltd)"	"Nifedipine"	"30mg"	"Modified-release tablet"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"25551"	606	"Cascor 4mg tablets (Sun Pharma UK Ltd)"	"Doxazosin"	"4mg"	"Oral tablet"	"Oral"	"Alpha-Adrenoceptor Blockers/Drugs For Genito-Urinary Disorders"	"Doxazosin"
"77774"	1	"Phenoxybenzamine 25mg/5ml oral suspension"	"Phenoxybenzamine"	"5mg/1ml"	"Oral suspension"	"Oral"	"Alpha-Adrenoceptor Blockers"	"Phenoxybenzamine"
"65438"	21	"Acebutolol 100mg capsules (A A H Pharmaceuticals Ltd)"	"Acebutolol"	"100mg"	"Oral capsule"	"Oral"	"Beta-Adrenoceptor Blockers"	"Acebutolol"
"22142"	822	"Calcilat 10mg Capsule (Eastern Pharmaceuticals Ltd)"	"Nifedipine"	"10mg"	"Oral capsule"	"Oral"	"Calcium-Channel Blockers"	"Nifedipine"
"81768"	0	"Losartan 50mg tablets (Brown & Burk UK Ltd)"	"Losartan"	"50mg"	"Oral tablet"	"Oral"	"Angiotensin-II Receptor Antagonists"	"Losartan"
"70999"	0	"Amlodipine 5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)"	"Amlodipine"	"5mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Amlodipine"
"89381"	104	"Lercanidipine 10mg tablets (Zentiva Pharma UK Ltd)"	"Lercanidipine"	"10mg"	"Oral tablet"	"Oral"	"Calcium-Channel Blockers"	"Lercanidipine"
