"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"	"period"
"308080015"	221	"Lyu00"	"Lyu0000"	"[x]other ectopic pregnancy"	"34801009"	"58080013"	32	"unspecified"
"308098016"	102	"Lyu20"	"Lyu2000"	"[x]other haemorrhage in early pregnancy"	"25825004"	"483054015"	32	"unspecified"
"308100016"	319	"Lyu21"	"Lyu2100"	"[x]other vomiting complicating pregnancy"	"237284001"	"355630018"	32	"unspecified"
"308101017"	114	"Lyu22"	"Lyu2200"	"[x]other venous complications in pregnancy"	"237284001"	"355630018"	32	"unspecified"
"308102012"	31887	"Lyu23"	"Lyu2300"	"urinary tract infection in pregnancy"	"307534009"	"450822019"	32	"unspecified"
"308104013"	1054	"Lyu25"	"Lyu2500"	"finding related to pregnancy"	"118185001"	"179529013"	32	"unspecified"
"308105014"	26	"Lyu26"	"Lyu2600"	"[x]other abnormal findings on antenatal screening of mother"	"370352001"	"1209087017"	32	"early pregnancy"
"308108011"	4	"Lyu28"	"Lyu2800"	"[x]other complications of anaesthesia during pregnancy"	"173300003"	"268308014"	32	"unspecified"
"308113010"	9	"Lyu30"	"Lyu3000"	"[x]other multiple gestation"	"16356006"	"27698012"	32	"unspecified"
"308114016"	2	"Lyu31"	"Lyu3100"	"[x]other complications specific to multiple gestation"	"199305006"	"306208010"	32	"unspecified"
"308115015"	11	"Lyu32"	"Lyu3200"	"[x]maternal care for other malpresentation of fetus"	"80002007"	"132729017"	32	"unspecified"
"308117011"	3	"Lyu34"	"Lyu3400"	"[x]maternal care for other abnormalities of gravid uterus"	"479411000000100"	"965301000000118"	32	"unspecified"
"308118018"	3	"Lyu35"	"Lyu3500"	"abnormality of organs and/or soft tissues of pelvis affecting pregnancy"	"1639007"	"3843017"	32	"unspecified"
"308122011"	3	"Lyu38"	"Lyu3800"	"[x]maternal care for other isoimmunization"	"237300009"	"355655012"	32	"unspecified"
"308125013"	33	"Lyu3B"	"Lyu3B00"	"[x]other disorders of amniotic fluid and membranes"	"72860003"	"121017010"	32	"late pregnancy"
"308126014"	139	"Lyu3C"	"Lyu3C00"	"[x]other placental disorders"	"125586008"	"194074018"	32	"late pregnancy"
"308127017"	42	"Lyu3D"	"Lyu3D00"	"[x]other premature separation of placenta"	"415105001"	"2533807017"	32	"late pregnancy"
"308128010"	27	"Lyu3E"	"Lyu3E00"	"[x]other antepartum haemorrhage"	"34842007"	"485971018"	32	"late pregnancy"
"308131011"	214	"Lyu4"	"Lyu4.00"	"[x]complications of labour and delivery"	"199745000"	"306910016"	32	"postnatal"
"308132016"	826	"Lyu40"	"Lyu4000"	"failed induction of labour"	"42571002"	"493367012"	32	"postnatal"
"308135019"	1	"Lyu42"	"Lyu4200"	"[x]other abnormalities of forces of labour"	"35882009"	"59874011"	32	"postnatal"
"308142019"	6	"Lyu45"	"Lyu4500"	"obstructed labour due to fetal abnormality"	"715880002"	"3304028012"	32	"postnatal"
"308143012"	5	"Lyu46"	"Lyu4600"	"[x]other specified obstructed labour"	"199746004"	"306912012"	32	"postnatal"
"308153013"	8	"Lyu4B"	"Lyu4B00"	"[x]other obstetric injury to pelvic organs"	"64229006"	"106763019"	32	"unspecified"
"308154019"	13	"Lyu4C"	"Lyu4C00"	"[x]other specified obstetric trauma"	"64229006"	"106763019"	32	"unspecified"
"308156017"	53	"Lyu4D"	"Lyu4D00"	"[x]other immediate postpartum haemorrhage"	"47821001"	"79691012"	32	"postnatal"
"308164011"	20	"Lyu4H"	"Lyu4H00"	"[x]other infection during labour"	"199745000"	"306910016"	32	"postnatal"
"308165012"	46	"Lyu4J"	"Lyu4J00"	"[x]other complications of obstetric surgery and procedures"	"199745000"	"306910016"	32	"unspecified"
"308167016"	12	"Lyu4K"	"Lyu4K00"	"[x]other specified complications of labour and delivery"	"199745000"	"306910016"	32	"postnatal"
"308176011"	69740	"Lyu5"	"Lyu5.00"	"delivery finding"	"118215003"	"443384019"	32	"postnatal"
"308177019"	2467	"Lyu50"	"Lyu5000"	"[x]other single spontaneous delivery"	"48782003"	"495212011"	32	"postnatal"
"308178012"	275	"Lyu51"	"Lyu5100"	"[x]other and unspecified forceps delivery"	"200130005"	"307570011"	32	"postnatal"
"308179016"	900	"Lyu52"	"Lyu5200"	"[x]other single delivery by caesarean section"	"200146002"	"307596013"	32	"postnatal"
"308181019"	160	"Lyu53"	"Lyu5300"	"[x]other assisted breech delivery"	"391191000000101"	"936791000000114"	32	"postnatal"
"308182014"	54	"Lyu54"	"Lyu5400"	"[x]other manipulation-assisted delivery"	"410041000000109"	"879141000000115"	32	"postnatal"
"308183016"	166	"Lyu55"	"Lyu5500"	"[x]other specified assisted single delivery"	"439621000000106"	"879151000000117"	32	"postnatal"
"308185011"	19	"Lyu56"	"Lyu5600"	"[x]other multiple delivery"	"45384004"	"75660013"	32	"postnatal"
"308186012"	232	"Lyu57"	"Lyu5700"	"[x]assisted single delivery, unspecified"	"440251000000106"	"879161000000119"	32	"postnatal"
"308187015"	111	"Lyu58"	"Lyu5800"	"multiple birth delivery"	"45384004"	"1230222011"	32	"postnatal"
"308188013"	5	"Lyu6"	"Lyu6.00"	"[x]complications predominantly related to the puerperium"	"80113008"	"132914011"	32	"postnatal"
"308189017"	77	"Lyu60"	"Lyu6000"	"[x]other infection of genital tract following delivery"	"707089008"	"3028637012"	32	"postnatal"
"308190014"	22	"Lyu61"	"Lyu6100"	"[x]other genitourinary tract infections following delivery"	"199106001"	"305972011"	32	"postnatal"
"308191013"	757	"Lyu62"	"Lyu6200"	"postnatal infection"	"178280004"	"275923014"	32	"postnatal"
"308192018"	6	"Lyu63"	"Lyu6300"	"[x]other venous complications in the puerperium"	"267280004"	"398443016"	32	"postnatal"
"308193011"	7	"Lyu64"	"Lyu6400"	"[x]other obstetric embolism"	"200284000"	"307815016"	32	"unspecified"
"308197012"	1	"Lyu66"	"Lyu6600"	"[x]other complications of anaesthesia during the puerperium"	"80113008"	"132914011"	32	"postnatal"
"308198019"	55	"Lyu67"	"Lyu6700"	"[x]other specified puerperal complications"	"80113008"	"132914011"	32	"postnatal"
"308205015"	140	"Lyu7"	"Lyu7.00"	"[x]other obstetric conditions, not elsewhere classified"	"173300003"	"268308014"	32	"unspecified"
"308212012"	13	"Lyu75"	"Lyu7500"	"[x]obstetric death of unspecified cause"	"59283008"	"98485015"	32	"unspecified"
"309006017"	239	"M2405"	"M240500"	"alopecia of pregnancy"	"201134009"	"309006017"	32	"unspecified"
"315866016"	130	"Q012"	"Q012.00"	"fetus or neonate affected by maternal oligohydramnios"	"206038006"	"315866016"	32	"late pregnancy"
"315870012"	40	"Q014"	"Q014.00"	"fetus or neonate affected by ectopic pregnancy"	"206040001"	"315870012"	32	"unspecified"
"315871011"	7	"Q0140"	"Q014000"	"fetus or neonate affected by unspecified ectopic pregnancy"	"206040001"	"315870012"	32	"unspecified"
"315872016"	2	"Q0141"	"Q014100"	"fetus or neonate affected by abdominal ectopic pregnancy"	"206042009"	"315872016"	32	"unspecified"
"315874015"	37	"Q0143"	"Q014300"	"fetus or neonate affected by tubal ectopic pregnancy"	"206044005"	"315874015"	32	"unspecified"
"315875019"	5	"Q014z"	"Q014z00"	"fetal or neonatal effect of ectopic pregnancy"	"206040001"	"2965881013"	32	"unspecified"
"315876018"	12	"Q015"	"Q015.00"	"fetus or neonate affected by multiple pregnancy"	"206046007"	"315876018"	32	"unspecified"
"315877010"	1	"Q0150"	"Q015000"	"fetus or neonate affected by unspecified multiple pregnancy"	"206046007"	"315876018"	32	"unspecified"
"315878017"	68	"Q0151"	"Q015100"	"fetus or neonate affected by twin pregnancy"	"206048008"	"315878017"	32	"unspecified"
"315879013"	16	"Q0152"	"Q015200"	"fetus or neonate affected by triplet pregnancy"	"206049000"	"315879013"	32	"unspecified"
"315880011"	2	"Q015z"	"Q015z00"	"fetal or neonatal effect of multiple pregnancy"	"206046007"	"2966026012"	32	"unspecified"
"315894012"	95	"Q0172"	"Q017200"	"fetus or neonate affected by external version before labour"	"206055005"	"315894012"	32	"postnatal"
"315895013"	16	"Q0173"	"Q017300"	"fetus or neonate affected by oblique lie before labour"	"206056006"	"315895013"	32	"postnatal"
"315898010"	11	"Q0174"	"Q017400"	"fetus or neonate affected by transverse lie before labour"	"206057002"	"315898010"	32	"postnatal"
"315899019"	7	"Q0175"	"Q017500"	"fetus or neonate affected by unstable lie before labour"	"206058007"	"315899019"	32	"postnatal"
"315902016"	1	"Q0176"	"Q017600"	"fetus or neonate affected by face presentation before labour"	"206059004"	"315902016"	32	"postnatal"
"315911016"	324	"Q020"	"Q020.00"	"fetus or neonate affected by placenta previa"	"206065004"	"315911016"	32	"late pregnancy"
"315943016"	9	"Q0220"	"Q022000"	"fetus or neonate affected by placental dysfunction"	"206077009"	"315943016"	32	"late pregnancy"
"315944010"	2	"Q0221"	"Q022100"	"fetus or neonate affected by placental infarction"	"206078004"	"315944010"	32	"late pregnancy"
"315945011"	29	"Q0222"	"Q022200"	"fetus or neonate affected by placental insufficiency"	"206079007"	"315945011"	32	"late pregnancy"
"315947015"	1	"Q022z"	"Q022z00"	"fetus or neonate affected by placental abnormality nos"	"84880007"	"140737018"	32	"late pregnancy"
"315948013"	159	"Q023"	"Q023.00"	"fetus or neonate affected by placental transfusion syndrome"	"206082002"	"315948013"	32	"late pregnancy"
"316013010"	9650	"Q032"	"Q032.00"	"fetus or neonate affected by forceps delivery"	"206121009"	"316013010"	32	"postnatal"
"316014016"	4474	"Q033"	"Q033.00"	"fetus or neonate affected by vacuum extraction delivery"	"206122002"	"316014016"	32	"postnatal"
"316037010"	194	"Q036"	"Q036.00"	"fetus or neonate affected by precipitate delivery"	"206134005"	"316037010"	32	"postnatal"
"316049011"	4	"Q0371"	"Q037100"	"fetus or neonate affected by hypertonic labour"	"206138008"	"316049011"	32	"postnatal"
"316066013"	78	"Q03y2"	"Q03y200"	"fetus or neonate affected by induction of labour"	"206146009"	"316066013"	32	"postnatal"
"316069018"	9	"Q03y4"	"Q03y400"	"fetus or neonate affected by long labour"	"206148005"	"316069018"	32	"postnatal"
"316071018"	35	"Q03y5"	"Q03y500"	"fetus or neonate affected by instrumental delivery"	"206149002"	"316071018"	32	"postnatal"
"316106013"	8988	"Q111"	"Q111.00"	"premature - weight 1000g-2499g or gestation of 28-37weeks"	"206169007"	"316106013"	32	"unspecified"
"316237017"	17	"Q20y6"	"Q20y600"	"scalpel wound of fetal skin due to delivery procedure"	"767551003"	"3672585016"	32	"postnatal"
"316262017"	264	"Q210"	"Q210.00"	"fetal death due to prelabour anoxia"	"206258000"	"316262017"	32	"postnatal"
"316263010"	69	"Q211"	"Q211.00"	"fetal death due to labour anoxia"	"206259008"	"316263010"	32	"postnatal"
"316267011"	183	"Q212"	"Q212.00"	"liveborn with prelabour foetal distress"	"206260003"	"2793211018"	32	"postnatal"
"316268018"	136	"Q212-1"	"Q212.11"	"fetal distress before labour - liveborn"	"206260003"	"316268018"	32	"postnatal"
"316271014"	3	"Q2120"	"Q212000"	"liveborn with prelabour abnormal heart beat"	"206262006"	"316271014"	32	"postnatal"
"316272019"	17	"Q2121"	"Q212100"	"liveborn with prelabour hypoxia"	"206263001"	"316272019"	32	"postnatal"
"316274018"	42	"Q2122"	"Q212200"	"liveborn with prelabour meconium in liquor"	"206264007"	"316274018"	32	"postnatal"
"316277013"	13	"Q212z"	"Q212z00"	"liveborn with prelabour fetal distress nos"	"206260003"	"316265015"	32	"postnatal"
"316278015"	256	"Q213"	"Q213.00"	"liveborn with labour fetal distress"	"206266009"	"316278015"	32	"postnatal"
"316279011"	1145	"Q213-1"	"Q213.11"	"fetal distress in labour - liveborn"	"206266009"	"316279011"	32	"postnatal"
"316283011"	13	"Q2130"	"Q213000"	"liveborn with labour abnormal heart beat"	"206267000"	"316283011"	32	"postnatal"
"316284017"	96	"Q2131"	"Q213100"	"liveborn with labour hypoxia"	"206268005"	"316284017"	32	"postnatal"
"316287012"	593	"Q2132"	"Q213200"	"liveborn with labour meconium in liquor"	"206269002"	"316287012"	32	"postnatal"
"316288019"	257	"Q213z"	"Q213z00"	"liveborn with labour fetal distress nos"	"206266009"	"316278015"	32	"postnatal"
"316465018"	1	"Q4081"	"Q408100"	"clostridial intra-amniotic fetal infection"	"206365006"	"316465018"	32	"late pregnancy"
"316466017"	17	"Q4082"	"Q408200"	"eschericha coli intra-amniotic fetal infection"	"206366007"	"316466017"	32	"late pregnancy"
"316882010"	40	"Qyu1"	"Qyu1.00"	"[x]disorders related to length of gestation and fetal growth"	"276603001"	"412818016"	32	"unspecified"
"316885012"	17	"Qyu12"	"Qyu1200"	"[x]other \"heavy for gestational age\" infants"	"7293009"	"13041016"	32	"unspecified"
"317731011"	98	"R123"	"R123.00"	"abnormal amniotic fluid"	"42170009"	"70377019"	32	"late pregnancy"
"317815010"	50	"R13z0"	"R13z000"	"[d]placental imaging abnormal"	"168880005"	"262177018"	41	"late pregnancy"
"317863013"	15	"R14B"	"R14B.00"	"[d]abnormal placental function test"	"166432009"	"258634010"	34	"late pregnancy"
"350686016"	152	"L4115"	"L411500"	"genital varices in pregnancy"	"234058009"	"350686016"	32	"unspecified"
"350687013"	24	"L4115-1"	"L411511"	"perineal varices in pregnancy"	"234058009"	"350687013"	32	"unspecified"
"353610019"	14822	"L18A0"	"L18A000"	"cholestasis of pregnancy"	"235888006"	"353610019"	32	"unspecified"
"355476010"	2	"L248-2"	"L248.12"	"rigid perineum in pregnancy, childbirth and the puerperium"	"237156004"	"355476010"	32	"postnatal"
"355480017"	2	"L2482-2"	"L248212"	"rigid perineum - baby delivered with postpartum complication"	"237160001"	"355480017"	32	"postnatal"
"355482013"	1	"L2480-2"	"L248012"	"rigid perineum affecting obstetric care"	"237162009"	"355482013"	32	"unspecified"
"355483015"	3	"L248-1"	"L248.11"	"persistent hymen in pregnancy, childbirth and the puerperium"	"237163004"	"355483015"	32	"postnatal"
"355489016"	8	"L2480-1"	"L248011"	"persistent hymen affecting obstetric care"	"237169000"	"355489016"	32	"unspecified"
"355499014"	30	"L247-1"	"L247.11"	"septate vagina in pregnancy, childbirth and the puerperium"	"237179003"	"355499014"	32	"postnatal"
"355503015"	3	"L2472-1"	"L247211"	"septate vagina - baby delivered with postpartum complication"	"237183003"	"355503015"	32	"postnatal"
"355505010"	34	"L2470-1"	"L247011"	"septate vagina affecting obstetric care"	"237185005"	"355505010"	32	"unspecified"
"355511013"	66	"L246-1"	"L246.11"	"polyp of cervix in pregnancy, childbirth and the puerperium"	"237191007"	"355511013"	32	"postnatal"
"355516015"	48	"L244z-2"	"L244z12"	"rectocele in pregnancy, childbirth or the puerperium nos"	"237196002"	"355516015"	32	"postnatal"
"355517012"	80	"L244z-1"	"L244z11"	"cystocele in pregnancy, childbirth or the puerperium nos"	"237197006"	"355517012"	32	"postnatal"
"355522012"	39	"L2442-2"	"L244212"	"rectocele - delivered with postpartum complication"	"237202004"	"355522012"	32	"postnatal"
"355523019"	40	"L2442-1"	"L244211"	"cystocele - delivered with postpartum complication"	"237203009"	"355523019"	32	"postnatal"
"355524013"	364	"L2440-1"	"L244011"	"cystocele affecting obstetric care"	"237204003"	"355524013"	32	"unspecified"
"355525014"	209	"L2440-2"	"L244012"	"rectocele affecting obstetric care"	"237205002"	"355525014"	32	"unspecified"
"355528011"	117	"L244-3"	"L244.13"	"rectocele in pregnancy, childbirth and the puerperium"	"237208000"	"355528011"	32	"postnatal"
"355529015"	93	"L244-2"	"L244.12"	"pendulous abdomen in pregnancy,childbirth and the puerperium"	"237209008"	"355529015"	32	"postnatal"
"355530013"	151	"L244-1"	"L244.11"	"cystocele in pregnancy, childbirth and the puerperium"	"237210003"	"355530013"	32	"postnatal"
"355536019"	289	"L2410-1"	"L241011"	"uterine fibroid affecting obstetric care"	"237216009"	"355536019"	32	"unspecified"
"355537011"	1452	"L241-1"	"L241.11"	"uterine fibroids in pregnancy, childbirth and the puerperium"	"237217000"	"355537011"	32	"postnatal"
"355538018"	37	"L240z-1"	"L240z11"	"bicornuate uterus in pregnancy, childbirth or puerperium nos"	"267212003"	"398356010"	32	"postnatal"
"355545018"	72	"L2400-1"	"L240011"	"bicornuate uterus affecting obstetric care"	"237224004"	"355545018"	32	"unspecified"
"355547014"	117	"L240-2"	"L240.12"	"double uterus in pregnancy, childbirth and the puerperium"	"237225003"	"355547014"	32	"postnatal"
"355548016"	6	"L186-1"	"L186.11"	"heart disease during pregnancy"	"274121004"	"409882016"	32	"unspecified"
"355549012"	60	"L185-1"	"L185.11"	"congenital heart disease in pregnancy"	"237227006"	"355549012"	32	"unspecified"
"355550012"	87	"L183-1"	"L183.11"	"pregnancy and drug dependence"	"237228001"	"355550012"	5	"unspecified"
"355551011"	352	"L175-1"	"L175.11"	"rubella contact in pregnancy"	"444517009"	"2839370016"	32	"unspecified"
"355552016"	2	"L162-3"	"L162.13"	"uraemia in pregnancy without hypertension"	"237230004"	"355552016"	32	"unspecified"
"355554015"	40	"L162-2"	"L162.12"	"nephropathy nos in pregnancy without hypertension"	"198609003"	"305277014"	32	"unspecified"
"355564012"	4649	"13Hd"	"13Hd.00"	"teenage pregnancy"	"237240001"	"355564012"	17	"unspecified"
"355605016"	69	"L113-3"	"L113.13"	"antepartum haemorrhage with hypofibrinogenaemia"	"237270006"	"355605016"	32	"late pregnancy"
"355606015"	1	"L113-2"	"L113.12"	"antepartum haemorrhage with hyperfibrinolysis"	"237271005"	"355606015"	32	"late pregnancy"
"355609010"	5	"L113-1"	"L113.11"	"antepartum haemorrhage with afibrinogenaemia"	"237272003"	"355609010"	32	"late pregnancy"
"355621014"	12611	"L1236"	"L123600"	"transient hypertension of pregnancy"	"237279007"	"355621014"	32	"unspecified"
"355622019"	7414	"L124-2"	"L124.12"	"toxaemia of pregnancy"	"15394000"	"477346015"	32	"unspecified"
"355628015"	365	"L1266"	"L126600"	"eclampsia in labour"	"237283007"	"355628015"	32	"postnatal"
"355631019"	25250	"L161-3"	"L161.13"	"gestational oedema"	"237285000"	"355631019"	32	"unspecified"
"355633016"	124	"L4115-2"	"L411512"	"vaginal varices in pregnancy"	"237286004"	"355633016"	32	"unspecified"
"355634010"	2398	"L4115-3"	"L411513"	"vulval varices in pregnancy"	"237286004"	"355634010"	32	"unspecified"
"355642011"	572	"L265-1"	"L265.11"	"placental insufficiency"	"237292005"	"355642011"	32	"late pregnancy"
"355646014"	7683	"L360-1"	"L360.11"	"retained placenta"	"109894007"	"174582016"	32	"late pregnancy"
"355648010"	46	"L2679"	"L267900"	"morbidly adherent placenta"	"237296008"	"355648010"	32	"late pregnancy"
