"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"	"period"
"307285016"	163	"L353"	"L353.00"	"obstetric laceration of cervix"	"199972004"	"307285016"	32	"unspecified"
"307286015"	18	"L3530"	"L353000"	"obstetric laceration of cervix unspecified"	"199972004"	"307281013"	32	"unspecified"
"307287012"	35	"L3531"	"L353100"	"obstetric laceration of cervix - delivered"	"199974003"	"307287012"	32	"unspecified"
"307288019"	8	"L3532"	"L353200"	"obstetric laceration of cervix with postnatal problem"	"199975002"	"307288019"	32	"postnatal"
"307289010"	66	"L353z"	"L353z00"	"obstetric laceration of cervix nos"	"199972004"	"307281013"	32	"unspecified"
"307290018"	366	"L354"	"L354.00"	"obstetric high vaginal laceration"	"199977005"	"307290018"	32	"unspecified"
"307291019"	1018	"L354-2"	"L354.12"	"high vaginal tear - obstetric"	"199977005"	"307291019"	32	"unspecified"
"307292014"	56	"L3540"	"L354000"	"obstetric high vaginal laceration unspecified"	"199977005"	"307290018"	32	"unspecified"
"307293016"	206	"L3541"	"L354100"	"obstetric high vaginal laceration - delivered"	"199979008"	"307293016"	32	"unspecified"
"307294010"	23	"L3542"	"L354200"	"obstetric high vaginal laceration with postnatal problem"	"199980006"	"307294010"	32	"postnatal"
"307295011"	56	"L354z"	"L354z00"	"obstetric high vaginal laceration nos"	"199977005"	"307290018"	32	"unspecified"
"307300013"	12	"L3550"	"L355000"	"other obstetric pelvic organ damage unspecified"	"64229006"	"106763019"	32	"unspecified"
"307301012"	10	"L3551"	"L355100"	"other obstetric pelvic organ damage - delivered"	"64229006"	"106763019"	32	"unspecified"
"307302017"	8	"L3552"	"L355200"	"other obstetric pelvic organ damage with postnatal problem"	"64229006"	"106763019"	32	"postnatal"
"307303010"	5	"L355z"	"L355z00"	"other obstetric pelvic organ damage nos"	"64229006"	"106763019"	32	"unspecified"
"307310016"	182	"L3560"	"L356000"	"obstetric damage to pelvic joints and ligaments unspecified"	"267271004"	"398428018"	32	"unspecified"
"307315014"	23	"L3561"	"L356100"	"obstetric damage to pelvic joints and ligaments - delivered"	"199990003"	"307315014"	32	"unspecified"
"307317018"	113	"L356z"	"L356z00"	"obstetric damage to pelvic joints and ligaments nos"	"267271004"	"398428018"	32	"unspecified"
"307319015"	413	"L357"	"L357.00"	"obstetric trauma causing pelvic haematoma"	"199993001"	"307319015"	32	"unspecified"
"307320014"	249	"L3570"	"L357000"	"obstetric pelvic haematoma unspecified"	"264558008"	"393036018"	32	"unspecified"
"307323011"	29	"L3571"	"L357100"	"obstetric pelvic haematoma - delivered"	"199995008"	"307323011"	32	"unspecified"
"307327012"	26	"L3573"	"L357300"	"obstetric pelvic haematoma with postnatal problem"	"199997000"	"307327012"	32	"postnatal"
"307328019"	8	"L357z"	"L357z00"	"obstetric trauma causing pelvic haematoma nos"	"199993001"	"307319015"	32	"unspecified"
"307330017"	7	"L35y"	"L35y.00"	"other obstetric trauma os"	"64229006"	"106763019"	32	"unspecified"
"307331018"	6	"L35y0"	"L35y000"	"other obstetric trauma unspecified"	"64229006"	"106763019"	32	"unspecified"
"307332013"	7	"L35y1"	"L35y100"	"other obstetric trauma - delivered"	"64229006"	"106763019"	32	"unspecified"
"307333015"	8	"L35y2"	"L35y200"	"other obstetric trauma - delivered with postnatal problem"	"64229006"	"106763019"	32	"postnatal"
"307334014"	2	"L35y3"	"L35y300"	"other obstetric trauma with antenatal problem"	"64229006"	"106763019"	32	"early pregnancy"
"307335010"	7	"L35y4"	"L35y400"	"other obstetric trauma with postnatal problem"	"64229006"	"106763019"	32	"postnatal"
"307336011"	4	"L35yz"	"L35yz00"	"other obstetric trauma nos"	"64229006"	"106763019"	32	"unspecified"
"307337019"	83	"L35z"	"L35z.00"	"obstetric trauma nos"	"64229006"	"106763019"	32	"unspecified"
"307338012"	4	"L35z0"	"L35z000"	"obstetric trauma nos, unspecified"	"64229006"	"106763019"	32	"unspecified"
"307339016"	5	"L35z1"	"L35z100"	"obstetric trauma nos - delivered"	"64229006"	"106763019"	32	"unspecified"
"307342010"	6	"L35z4"	"L35z400"	"obstetric trauma nos with postnatal problem"	"64229006"	"106763019"	32	"postnatal"
"307348014"	90	"L3600"	"L360000"	"third-stage postpartum haemorrhage unspecified"	"47236005"	"78732015"	32	"postnatal"
"307352014"	14	"L3602"	"L360200"	"third-stage postpartum haemorrhage with postnatal problem"	"47236005"	"494786010"	32	"postnatal"
"307356012"	98	"L360z"	"L360z00"	"third-stage postpartum haemorrhage nos"	"47236005"	"78732015"	32	"postnatal"
"307357015"	657	"L361"	"L361.00"	"other immediate postpartum haemorrhage"	"27214003"	"45500013"	32	"postnatal"
"307360010"	22	"L3610"	"L361000"	"other immediate postpartum haemorrhage unspecified"	"27214003"	"45500013"	32	"postnatal"
"307365017"	35	"L361z"	"L361z00"	"other immediate postpartum haemorrhage nos"	"27214003"	"45500013"	32	"postnatal"
"307368015"	2858	"L3620"	"L362000"	"secondary postpartum haemorrhage unspecified"	"23171006"	"38911013"	32	"postnatal"
"307372016"	361	"L3622"	"L362200"	"delayed and/or secondary postpartum haemorrhage"	"23171006"	"481534019"	32	"postnatal"
"307373014"	351	"L362z"	"L362z00"	"secondary and delayed postpartum haemorrhage nos"	"23171006"	"38911013"	32	"postnatal"
"307381010"	3	"L3630"	"L363000"	"postpartum coagulation defects unspecified"	"267272006"	"398429014"	32	"postnatal"
"307383013"	6	"L3632"	"L363200"	"postpartum coagulation defects with postnatal problem"	"200031006"	"307383013"	32	"postnatal"
"307384019"	5	"L363z"	"L363z00"	"postpartum coagulation defects nos"	"267272006"	"398429014"	32	"postnatal"
"307386017"	4117	"L36z"	"L36z.00"	"postpartum haemorrhage nos"	"47821001"	"494929013"	32	"postnatal"
"307401013"	82	"L3700"	"L370000"	"retained placenta with no haemorrhage unspecified"	"109894007"	"174582016"	32	"late pregnancy"
"307405016"	106	"L3702"	"L370200"	"retained placenta with no haemorrhage with postnatal problem"	"200038000"	"307405016"	32	"late pregnancy"
"307420010"	512	"L3712"	"L371200"	"retained products with no haemorrhage with postnatal problem"	"200043007"	"307420010"	32	"postnatal"
"307424018"	116	"L37z"	"L37z.00"	"retained placenta or membranes with no haemorrhage nos"	"200040005"	"307413015"	32	"late pregnancy"
"307425017"	48	"L38"	"L38..00"	"complications of anaesthesia during labour and delivery"	"200046004"	"307425017"	5	"postnatal"
"307444012"	3	"L381"	"L381.00"	"obstetric anaesthesia with cardiac complications"	"200054002"	"307444012"	5	"unspecified"
"307472017"	10	"L383"	"L383.00"	"obstetric toxic reaction to local anaesthesia"	"200068009"	"307472017"	5	"unspecified"
"307475015"	4	"L3830"	"L383000"	"toxic reaction to local anaesthesia during pregnancy"	"200069001"	"307475015"	5	"unspecified"
"307479014"	414	"L384"	"L384.00"	"obstetric spinal and epidural anaesthesia-induced headache"	"200071001"	"307479014"	5	"unspecified"
"307484015"	156	"L385"	"L385.00"	"failed or difficult intubation during pregnancy"	"718447001"	"3312305013"	32	"unspecified"
"307496010"	45	"L38A"	"L38A.00"	"failed or difficult intubation during labour and delivery"	"363013003"	"482148012"	32	"postnatal"
"307497018"	2	"L38B"	"L38B.00"	"failed or difficult intubation during the puerperium"	"363013003"	"482148012"	32	"postnatal"
"307500012"	12	"L38y"	"L38y.00"	"other complications of obstetric anaesthesia"	"200046004"	"307425017"	5	"unspecified"
"307512011"	1	"L38yz"	"L38yz00"	"other complications of obstetric anaesthesia nos"	"200046004"	"307425017"	5	"unspecified"
"307517017"	3	"L38zz"	"L38zz00"	"obstetric anaesthetic complications nos"	"200046004"	"307425017"	5	"unspecified"
"307518010"	1	"L38z0"	"L38z000"	"obstetric anaesthetic complications nos, unspecified"	"200046004"	"307425017"	5	"unspecified"
"307521012"	1	"L38z1"	"L38z100"	"obstetric anaesthetic complications nos - delivered"	"200046004"	"307425017"	5	"unspecified"
"307530016"	34159	"L39"	"L39..00"	"other complications of labour and delivery nec"	"199745000"	"306910016"	32	"postnatal"
"307534013"	8	"L3902"	"L390200"	"maternal distress - delivered with postnatal problem"	"200100002"	"307534013"	32	"postnatal"
"307535014"	7	"L3903"	"L390300"	"maternal distress with antenatal problem"	"200101003"	"307535014"	32	"early pregnancy"
"307536010"	90	"L3904"	"L390400"	"maternal distress with postnatal problem"	"200102005"	"307536010"	32	"postnatal"
"307538011"	8	"L3910"	"L391000"	"obstetric shock unspecified"	"84007008"	"139300015"	32	"unspecified"
"307539015"	4	"L3911"	"L391100"	"obstetric shock - delivered"	"200105007"	"307539015"	32	"unspecified"
"307540018"	5	"L3912"	"L391200"	"obstetric shock - delivered with postnatal problem"	"200106008"	"307540018"	32	"postnatal"
"307542014"	1	"L3914"	"L391400"	"obstetric shock with postnatal problem"	"200108009"	"307542014"	32	"postnatal"
"307543016"	6	"L391z"	"L391z00"	"obstetric shock nos"	"84007008"	"139300015"	32	"unspecified"
"307547015"	6	"L3923"	"L392300"	"maternal hypotension syndrome with antenatal problem"	"200113008"	"307547015"	32	"early pregnancy"
"307548013"	5	"L3924"	"L392400"	"maternal hypotension syndrome with postnatal problem"	"200114002"	"307548013"	32	"postnatal"
"307550017"	16	"L3930"	"L393000"	"post-delivery acute renal failure unspecified"	"733839001"	"3474857017"	32	"postnatal"
"307552013"	12	"L3932"	"L393200"	"post-delivery acute renal failure with postnatal problem"	"200118004"	"307552013"	32	"postnatal"
"307553015"	8	"L393z"	"L393z00"	"post-delivery acute renal failure nos"	"733839001"	"3474857017"	32	"postnatal"
"307554014"	20	"L394"	"L394.00"	"other complications of obstetric procedures"	"198609003"	"305277014"	32	"unspecified"
"307555010"	4	"L3940"	"L394000"	"other complications of obstetric procedures unspecified"	"198609003"	"305277014"	32	"unspecified"
"307556011"	1	"L3941"	"L394100"	"other complications of obstetric procedures - delivered"	"78408007"	"130117013"	32	"unspecified"
"307559016"	9484	"L3945"	"L394500"	"infection of obstetric surgical wound"	"200125006"	"307559016"	32	"unspecified"
"307563011"	3	"L394z"	"L394z00"	"other complications of obstetric procedures nos"	"198609003"	"305277014"	32	"unspecified"
"307569010"	3447	"L3950"	"L395000"	"forceps delivery unspecified"	"200130005"	"307570011"	32	"postnatal"
"307570011"	7686	"L3951"	"L395100"	"forceps delivery - delivered"	"200130005"	"307570011"	32	"postnatal"
"307577014"	787	"L3954"	"L395400"	"delivery by combination of forceps and vacuum extractor"	"200133007"	"307577014"	32	"postnatal"
"307579012"	12867	"L395z"	"L395z00"	"forceps delivery nos"	"302383004"	"444045013"	32	"postnatal"
"307583012"	601	"L3960"	"L396000"	"vacuum extractor delivery unspecified"	"200138003"	"307584018"	32	"postnatal"
"307584018"	3538	"L3961"	"L396100"	"vacuum extractor delivery - delivered"	"200138003"	"307584018"	32	"postnatal"
"307585017"	2308	"L396z"	"L396z00"	"vacuum extractor delivery nos"	"200138003"	"307584018"	32	"postnatal"
"307595012"	4957	"L3980"	"L398000"	"caesarean delivery unspecified"	"200144004"	"3035645012"	32	"postnatal"
"307596013"	8503	"L3981"	"L398100"	"caesarean delivery - delivered"	"200146002"	"307596013"	32	"postnatal"
"307599018"	28415	"L3982"	"L398200"	"caesarean section - pregnancy at term"	"200147006"	"307599018"	32	"unspecified"
"307600015"	89550	"L3983"	"L398300"	"delivery by elective caesarean section"	"200148001"	"307600015"	32	"postnatal"
"307603018"	247019	"L3984"	"L398400"	"delivery by emergency caesarean section"	"200149009"	"307603018"	32	"postnatal"
"307604012"	125	"L3985"	"L398500"	"delivery by caesarean hysterectomy"	"200150009"	"307604012"	32	"postnatal"
"307608010"	58761	"L398z"	"L398z00"	"caesarean delivery nos"	"200144004"	"3035645012"	32	"postnatal"
"307614015"	7	"L39B"	"L39B.00"	"death from sequelae of direct obstetric causes"	"200156003"	"307614015"	32	"unspecified"
"307617010"	483	"L39y"	"L39y.00"	"other complications of labour and delivery"	"199745000"	"306910016"	32	"postnatal"
"307618017"	10	"L39y0"	"L39y000"	"other complications of labour and delivery unspecified"	"199745000"	"306910016"	32	"postnatal"
"307621015"	251	"L39y1"	"L39y100"	"other complications of labour and delivery - delivered"	"199745000"	"306910016"	32	"postnatal"
"307636017"	87	"L39yz"	"L39yz00"	"other complications of labour and delivery nos"	"199745000"	"306910016"	32	"postnatal"
"307641013"	39	"L39z0"	"L39z000"	"complications of labour and delivery nos, unspecified"	"199745000"	"306910016"	32	"postnatal"
"307642018"	85	"L39z1"	"L39z100"	"complications of labour and delivery nos - delivered"	"199745000"	"306910016"	32	"postnatal"
"307657013"	233	"L3y"	"L3y..00"	"other specified complications of labour or delivery"	"199745000"	"306910016"	32	"postnatal"
"307658015"	5347	"L3z"	"L3z..00"	"complications of labour and delivery nos"	"199745000"	"306910016"	32	"postnatal"
"307665011"	1014	"L4000"	"L400000"	"puerperal endometritis unspecified"	"22399000"	"37601018"	32	"postnatal"
"307667015"	93	"L4002"	"L400200"	"puerperal endometritis with postnatal complication"	"200182007"	"307667015"	32	"postnatal"
"307668013"	676	"L400z"	"L400z00"	"puerperal endometritis nos"	"22399000"	"37601018"	32	"postnatal"
"307669017"	16	"L4010"	"L401000"	"puerperal salpingitis unspecified"	"20932005"	"35192019"	32	"postnatal"
"307673019"	7	"L4012"	"L401200"	"puerperal salpingitis with postnatal complication"	"200187001"	"307673019"	32	"postnatal"
"307674013"	4	"L401z"	"L401z00"	"puerperal salpingitis nos"	"20932005"	"35192019"	32	"postnatal"
"307675014"	1	"L4020"	"L402000"	"puerperal peritonitis unspecified"	"88178009"	"146176016"	32	"postnatal"
"307677018"	4	"L4022"	"L402200"	"puerperal peritonitis with postnatal complication"	"200191006"	"307677018"	32	"postnatal"
"307678011"	2	"L402z"	"L402z00"	"puerperal peritonitis nos"	"88178009"	"146176016"	32	"postnatal"
"307682013"	19	"L4030"	"L403000"	"puerperal septicaemia unspecified"	"2858002"	"5833018"	32	"postnatal"
"307687019"	29	"L4032"	"L403200"	"puerperal septicaemia with postnatal complication"	"200196001"	"307687019"	32	"postnatal"
"307688012"	13	"L403z"	"L403z00"	"puerperal septicaemia nos"	"2858002"	"5833018"	32	"postnatal"
"307690013"	24	"L40zz"	"L40zz00"	"major puerperal infection nos"	"2858002"	"5833018"	32	"postnatal"
"307691012"	20	"L40z0"	"L40z000"	"major puerperal infection nos, unspecified"	"2858002"	"5833018"	32	"postnatal"
"307693010"	15	"L40z2"	"L40z200"	"major puerperal infection nos with postnatal complication"	"2858002"	"5833018"	32	"postnatal"
"307698018"	1175	"L410"	"L410.00"	"varicose veins of legs in pregnancy and the puerperium"	"200204002"	"307698018"	32	"postnatal"
"307706016"	51	"L410z"	"L410z00"	"varicose veins of legs in pregnancy and puerperium nos"	"200204002"	"307698018"	32	"postnatal"
"307727014"	2000	"L412"	"L412.00"	"superficial thrombophlebitis in pregnancy and the puerperium"	"200222004"	"307727014"	32	"postnatal"
"307739018"	210	"L4130"	"L413000"	"antenatal deep vein thrombosis unspecified"	"49956009"	"83207014"	32	"early pregnancy"
"307740016"	38	"L4131"	"L413100"	"antenatal deep vein thrombosis - delivered"	"200232006"	"307740016"	32	"early pregnancy"
"307741017"	18	"L4132"	"L413200"	"antenatal deep vein thrombosis with antenatal complication"	"200233001"	"307741017"	32	"early pregnancy"
"307742012"	186	"L413z"	"L413z00"	"antenatal deep vein thrombosis nos"	"49956009"	"83207014"	32	"early pregnancy"
"307747018"	210	"L4140"	"L414000"	"postnatal deep vein thrombosis unspecified"	"56272000"	"93577012"	32	"postnatal"
"307749015"	41	"L4142"	"L414200"	"postnatal deep vein thrombosis with postnatal complication"	"200238005"	"307749015"	32	"postnatal"
"307750015"	184	"L414z"	"L414z00"	"postnatal deep vein thrombosis nos"	"56272000"	"93577012"	32	"postnatal"
"307760012"	8097	"L416"	"L416.00"	"haemorrhoids in pregnancy and the puerperium"	"200249004"	"307760012"	32	"postnatal"
"307761011"	11513	"L416-1"	"L416.11"	"piles - obstetric"	"200249004"	"307761011"	32	"unspecified"
"307764015"	114	"L4160"	"L416000"	"haemorrhoids in pregnancy and the puerperium unspecified"	"200249004"	"307760012"	32	"postnatal"
"307765019"	85	"L4161"	"L416100"	"haemorrhoids in pregnancy and the puerperium - delivered"	"200251000"	"307765019"	32	"postnatal"
"307775016"	251	"L4165"	"L416500"	"haemorrhoids in the puerperium"	"200255009"	"307775016"	32	"postnatal"
"307779010"	60	"L416z"	"L416z00"	"haemorrhoids in pregnancy and the puerperium nos"	"200249004"	"307760012"	32	"postnatal"
"307780013"	167	"L417"	"L417.00"	"obstetric cerebral venous thrombosis"	"200258006"	"307780013"	32	"unspecified"
"307781012"	116	"L4170"	"L417000"	"cerebral venous thrombosis in pregnancy"	"200259003"	"307781012"	32	"unspecified"
"307782017"	79	"L4171"	"L417100"	"cerebral venous thrombosis in the puerperium"	"200260008"	"307782017"	32	"postnatal"
"307783010"	2	"L41y"	"L41y.00"	"other venous complication of pregnancy and the puerperium"	"267280004"	"398443016"	32	"postnatal"
"307790017"	51	"L41z"	"L41z.00"	"venous complications of pregnancy and puerperium nos"	"267280004"	"398443016"	32	"postnatal"
"307806011"	7	"L41zz"	"L41zz00"	"venous complication of pregnancy and puerperium nos"	"267280004"	"398443016"	32	"postnatal"
"307807019"	236	"L420"	"L420.00"	"puerperal pyrexia of unknown origin"	"200277008"	"307807019"	32	"postnatal"
"307810014"	83	"L4200"	"L420000"	"puerperal pyrexia of unknown origin unspecified"	"200277008"	"307807019"	32	"postnatal"
"307813011"	570	"L42z"	"L42z.00"	"puerperal pyrexia nos"	"237348005"	"355727015"	32	"postnatal"
"307815016"	1267	"L43"	"L43..00"	"obstetric pulmonary embolism"	"200284000"	"307815016"	32	"unspecified"
"307816015"	131	"L43-1"	"L43..11"	"obstetric pulmonary embolus"	"200284000"	"307816015"	32	"unspecified"
"307819010"	30	"L430"	"L430.00"	"obstetric air pulmonary embolism"	"200286003"	"307819010"	32	"unspecified"
"307820016"	2	"L4300"	"L430000"	"obstetric air pulmonary embolism unspecified"	"200286003"	"307819010"	32	"unspecified"
"307821017"	12	"L4301"	"L430100"	"obstetric air pulmonary embolism - delivered"	"200288002"	"307821017"	32	"unspecified"
"307825014"	1	"L430z"	"L430z00"	"obstetric air pulmonary embolism nos"	"200286003"	"307819010"	32	"unspecified"
"307826010"	3	"L4310"	"L431000"	"amniotic fluid pulmonary embolism unspecified"	"17263003"	"29186013"	32	"late pregnancy"
"307827018"	3	"L4311"	"L431100"	"amniotic fluid pulmonary embolism - delivered"	"200294005"	"307827018"	32	"late pregnancy"
"307831012"	8	"L431z"	"L431z00"	"amniotic fluid pulmonary embolism nos"	"17263003"	"29186013"	32	"late pregnancy"
"307832017"	57	"L432"	"L432.00"	"obstetric blood-clot pulmonary embolism"	"200299000"	"307832017"	32	"unspecified"
"307833010"	4	"L4320"	"L432000"	"obstetric blood-clot pulmonary embolism unspecified"	"200299000"	"307832017"	32	"unspecified"
"307834016"	4	"L4321"	"L432100"	"obstetric blood-clot pulmonary embolism - delivered"	"200301007"	"307834016"	32	"unspecified"
"307838018"	5	"L432z"	"L432z00"	"obstetric blood-clot pulmonary embolism nos"	"200299000"	"307832017"	32	"unspecified"
"307847014"	2	"L4330"	"L433000"	"obstetric pyaemic and septic pulmonary embolism unspecified"	"267284008"	"398448013"	32	"unspecified"
"307856018"	4	"L433z"	"L433z00"	"obstetric pyaemic and septic pulmonary embolism nos"	"267284008"	"398448013"	32	"unspecified"
"307861016"	2	"L43y0"	"L43y000"	"other obstetric pulmonary embolism unspecified"	"200284000"	"307815016"	32	"unspecified"
"307862011"	2	"L43y1"	"L43y100"	"other obstetric pulmonary embolism - delivered"	"200284000"	"307815016"	32	"unspecified"
"307866014"	9	"L43yz"	"L43yz00"	"other obstetric pulmonary embolism nos"	"200284000"	"307815016"	32	"unspecified"
"307867017"	36	"L43zz"	"L43zz00"	"obstetric pulmonary embolism nos"	"200284000"	"307815016"	32	"unspecified"
"307868010"	13	"L43z0"	"L43z000"	"obstetric pulmonary embolism nos, unspecified"	"200284000"	"307815016"	32	"unspecified"
"307869019"	37	"L43z1"	"L43z100"	"obstetric pulmonary embolism nos - delivered"	"200284000"	"307815016"	32	"unspecified"
"307871019"	8	"L43z3"	"L43z300"	"obstetric pulmonary embolism nos with antenatal complication"	"200284000"	"307815016"	32	"early pregnancy"
"307872014"	28	"L43z4"	"L43z400"	"obstetric pulmonary embolism nos with postnatal complication"	"200284000"	"307815016"	32	"postnatal"
"307874010"	78	"L44"	"L44..00"	"other complications of the puerperium nec"	"80113008"	"132914011"	32	"postnatal"
"307879017"	7	"L4400"	"L440000"	"puerperal cerebrovascular disorder unspecified"	"6594005"	"11941010"	32	"postnatal"
"307880019"	5	"L4401"	"L440100"	"puerperal cerebrovascular disorder - delivered"	"200330000"	"307880019"	32	"postnatal"
"307884011"	5	"L440z"	"L440z00"	"puerperal cerebrovascular disorder nos"	"6594005"	"11941010"	32	"postnatal"
"307893012"	309	"L4412"	"L441200"	"caesarean wound disruption with postnatal complication"	"200338007"	"307893012"	32	"postnatal"
"307901019"	674	"L4420"	"L442000"	"obstetric perineal wound disruption unspecified"	"397752008"	"1777363018"	32	"unspecified"
"307904010"	643	"L442z"	"L442z00"	"obstetric perineal wound disruption nos"	"397752008"	"1777363018"	32	"unspecified"
"307911014"	61	"L4430"	"L443000"	"other complication of obstetric surgical wound unspecified"	"198609003"	"305277014"	32	"unspecified"
"307914018"	65	"L443z"	"L443z00"	"other complication of obstetric surgical wound nos"	"198609003"	"305277014"	32	"unspecified"
"307915017"	5	"L4440"	"L444000"	"placental polyp unspecified"	"51195001"	"85300010"	32	"late pregnancy"
"307916016"	2	"L4441"	"L444100"	"placental polyp - delivered with postnatal complication"	"200351002"	"307916016"	32	"late pregnancy"
"307917013"	4	"L4442"	"L444200"	"placental polyp with postnatal complication"	"200352009"	"307917013"	32	"late pregnancy"
"307918015"	7	"L444z"	"L444z00"	"placental polyp nos"	"51195001"	"85300010"	32	"late pregnancy"
"307922013"	12	"L44y0"	"L44y000"	"other complications of the puerperium unspecified"	"80113008"	"132914011"	32	"postnatal"
"307929016"	5	"L44z0"	"L44z000"	"complications of the puerperium nos, unspecified"	"80113008"	"132914011"	32	"postnatal"
"307933011"	1261	"L45"	"L45..00"	"obstetric breast infections"	"200364001"	"307933011"	32	"unspecified"
"307938019"	69	"L4500"	"L450000"	"obstetric nipple infection unspecified"	"267289003"	"398454014"	32	"unspecified"
"307939010"	48	"L4501"	"L450100"	"obstetric nipple infection - delivered"	"200367008"	"307939010"	32	"unspecified"
"307942016"	20	"L4504"	"L450400"	"obstetric nipple infection with postnatal complication"	"200370007"	"307942016"	32	"postnatal"
"307943014"	64	"L450z"	"L450z00"	"obstetric nipple infection nos"	"267289003"	"398454014"	32	"unspecified"
"307947010"	159	"L4510"	"L451000"	"obstetric breast abscess unspecified"	"270502007"	"405132019"	32	"unspecified"
"307948017"	328	"L4511"	"L451100"	"obstetric breast abscess - delivered"	"200374003"	"307948017"	32	"unspecified"
"307950013"	5	"L4513"	"L451300"	"obstetric breast abscess with antenatal complication"	"200376001"	"307950013"	32	"early pregnancy"
"307951012"	202	"L4514"	"L451400"	"obstetric breast abscess with postnatal complication"	"200377005"	"307951012"	32	"postnatal"
"307952017"	352	"L451z"	"L451z00"	"obstetric breast abscess nos"	"270502007"	"405132019"	32	"unspecified"
"307964013"	17	"L45y"	"L45y.00"	"other obstetric breast infections"	"200364001"	"307933011"	32	"unspecified"
"307965014"	5	"L45y0"	"L45y000"	"other obstetric breast infection unspecified"	"200364001"	"307933011"	32	"unspecified"
"307966010"	7	"L45y1"	"L45y100"	"other obstetric breast infection - delivered"	"200364001"	"307933011"	32	"unspecified"
"307968011"	1	"L45y3"	"L45y300"	"other obstetric breast infection with antenatal complication"	"200364001"	"307933011"	32	"early pregnancy"
"307969015"	2	"L45y4"	"L45y400"	"other obstetric breast infection with postnatal complication"	"200364001"	"307933011"	32	"postnatal"
"307970019"	8	"L45yz"	"L45yz00"	"other obstetric breast infection nos"	"200364001"	"307933011"	32	"unspecified"
"307971015"	64	"L45zz"	"L45zz00"	"obstetric breast infection nos"	"200364001"	"307933011"	32	"unspecified"
"307972010"	21	"L45z0"	"L45z000"	"obstetric breast infection nos, unspecified"	"200364001"	"307933011"	32	"unspecified"
"307973017"	65	"L45z1"	"L45z100"	"obstetric breast infection nos - delivered"	"200364001"	"307933011"	32	"unspecified"
"307976013"	105	"L45z4"	"L45z400"	"obstetric breast infection nos with postnatal complication"	"200364001"	"307933011"	32	"postnatal"
"307981016"	1369	"L460"	"L460.00"	"retracted nipple in pregnancy, the puerperium or lactation"	"200402001"	"307981016"	32	"postnatal"
"307996017"	176	"L461z"	"L461z00"	"cracked nipple in pregnancy, the puerperium or lactation nos"	"267291006"	"398457019"	32	"postnatal"
"307997014"	5674	"L462"	"L462.00"	"breast engorgement in pregnancy, the puerperium or lactation"	"200416006"	"307997014"	32	"postnatal"
"308002014"	71	"L4624"	"L462400"	"breast engorgement in pregnancy/puerperium/lact + p/n comp"	"200416006"	"307997014"	32	"postnatal"
"308018015"	4	"L4642"	"L464200"	"failure of lactation - delivered with postnatal complication"	"200434005"	"308018015"	32	"postnatal"
"308019011"	1	"L4643"	"L464300"	"failure of lactation with antenatal complication"	"200435006"	"308019011"	32	"early pregnancy"
"308020017"	7	"L4644"	"L464400"	"failure of lactation with postnatal complication"	"200436007"	"308020017"	32	"postnatal"
"308024014"	5	"L4652"	"L465200"	"suppressed lactation - delivered with postnatal complication"	"200440003"	"308024014"	32	"postnatal"
"308025010"	2	"L4653"	"L465300"	"suppressed lactation with antenatal complication"	"200441004"	"308025010"	32	"early pregnancy"
"308026011"	16	"L4654"	"L465400"	"suppressed lactation with postnatal complication"	"200442006"	"308026011"	32	"postnatal"
"308029016"	11806	"L466"	"L466.00"	"galactorrhoea in pregnancy and the puerperium"	"200444007"	"308029016"	32	"postnatal"
"308030014"	400	"L4660"	"L466000"	"galactorrhoea in pregnancy and the puerperium unspecified"	"71639005"	"119015016"	32	"postnatal"
"308033011"	368	"L4661"	"L466100"	"galactorrhoea in pregnancy and the puerperium - delivered"	"200446009"	"308033011"	32	"postnatal"
"308041011"	399	"L466z"	"L466z00"	"galactorrhoea in pregnancy and the puerperium nos"	"71639005"	"119015016"	32	"postnatal"
"308050013"	5	"L46y4"	"L46y400"	"other disorder of lactation with postnatal complication"	"35046003"	"58484011"	32	"postnatal"
"308057011"	2	"L46z4"	"L46z400"	"disorder of lactation nos with postnatal complication"	"35046003"	"58484011"	32	"postnatal"
"308059014"	102	"L4y"	"L4y..00"	"other specified complications of the puerperium"	"80113008"	"132914011"	32	"postnatal"
"308060016"	333	"L4z"	"L4z..00"	"complications of the puerperium nos"	"80113008"	"132914011"	32	"postnatal"
"308061017"	214	"L5"	"L5...00"	"maternal care for fetus"	"173300003"	"268308014"	32	"unspecified"
"308062012"	2	"L50"	"L50..00"	"maternal care for compound presentation"	"173300003"	"268308014"	32	"unspecified"
"308063019"	101	"L51"	"L51..00"	"maternal care for other known or suspected fetal problems"	"173300003"	"268308014"	32	"unspecified"
"308064013"	185	"L510"	"L510.00"	"maternal care for hydrops fetalis"	"173300003"	"268308014"	32	"unspecified"
"308065014"	240	"L511"	"L511.00"	"maternal care for viable fetus in abdominal pregnancy"	"173300003"	"268308014"	32	"unspecified"
"308066010"	192	"L512"	"L512.00"	"maternal care for diminished fetal movements"	"173300003"	"268308014"	32	"unspecified"
"308070019"	811	"L2653-1"	"L265311"	"maternal care for intrauterine growth retardation"	"173300003"	"268308014"	32	"unspecified"
"308071015"	73	"L514"	"L514.00"	"maternal care for poor fetal growth"	"173300003"	"268308014"	32	"unspecified"
